,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP
26402,camacer01,1988,1,HOU,NL,0,3,13,0,0,0,1,53,25,15,1,12,13,0.352,7.64,2.0,4,0.0,3,85.0,6,15,2.0,0.0,5.0,17.67
26403,campbmi01,1988,1,SEA,AL,6,10,20,20,2,0,0,344,128,75,18,43,63,0.28,5.89,1.0,4,0.0,4,507.0,0,81,2.0,5.0,5.0,114.67
26404,candejo01,1988,1,NYA,AL,13,7,25,24,6,2,1,471,150,59,18,23,121,0.248,3.38,2.0,2,2.0,12,640.0,1,69,4.0,6.0,7.0,157.0
26405,candito01,1988,1,CLE,AL,14,8,31,31,11,1,0,650,225,79,15,53,137,0.272,3.28,3.0,5,6.0,7,903.0,0,86,12.0,5.0,20.0,216.67
26406,cangejo01,1988,1,PIT,NL,0,0,1,0,0,0,0,6,1,0,0,0,0,0.143,0.0,0.0,1,0.0,0,7.0,1,0,0.0,0.0,0.0,2.0
26407,capelmi01,1988,1,CHN,NL,2,1,22,0,0,0,0,88,34,16,5,13,19,0.293,4.91,2.0,5,3.0,0,134.0,11,19,2.0,0.0,6.0,29.33
26408,carltst01,1988,1,MIN,AL,0,1,4,1,0,0,0,29,20,18,5,5,5,0.408,16.76,1.0,0,0.0,2,54.0,1,19,0.0,0.0,0.0,9.67
26409,carmado01,1988,1,PHI,NL,10,14,36,32,2,0,0,604,211,96,20,70,116,0.27,4.29,6.0,8,4.0,3,873.0,0,101,9.0,8.0,9.0,201.33
26410,carpecr01,1988,1,SLN,NL,2,3,8,8,1,0,0,143,56,25,3,9,24,0.298,4.72,2.0,1,1.0,0,203.0,0,27,1.0,4.0,4.0,47.67
26411,carych01,1988,1,ATL,NL,0,0,7,0,0,0,0,25,8,6,1,4,7,0.25,6.48,0.0,1,1.0,0,39.0,1,6,2.0,0.0,0.0,8.33
26412,castito02,1988,1,TOR,AL,1,0,14,0,0,0,0,45,10,5,2,2,14,0.2,3.0,0.0,0,0.0,0,54.0,6,5,0.0,2.0,1.0,15.0
26413,cecenjo01,1988,1,TEX,AL,0,0,22,0,0,0,1,79,20,14,2,23,27,0.213,4.78,1.0,3,2.0,2,121.0,7,16,0.0,2.0,1.0,26.33
26414,cerutjo01,1988,1,TOR,AL,6,7,46,12,0,0,1,371,120,43,12,42,65,0.256,3.13,6.0,7,3.0,3,524.0,11,56,8.0,3.0,12.0,123.67
26415,charlno01,1988,1,CIN,NL,4,5,10,10,0,0,0,184,60,27,6,20,39,0.256,3.96,2.0,3,2.0,2,259.0,0,27,1.0,2.0,3.0,61.33
26416,childro01,1988,1,HOU,NL,1,0,11,0,0,0,0,70,26,16,3,9,24,0.28,6.17,2.0,0,1.0,0,103.0,3,17,0.0,0.0,3.0,23.33
26417,clancji01,1988,1,TOR,AL,11,13,36,31,4,0,1,589,207,98,26,47,118,0.272,4.49,3.0,7,9.0,0,827.0,5,106,7.0,4.0,25.0,196.33
26418,clarkte01,1988,1,CAL,AL,6,6,15,15,2,1,0,282,120,53,8,31,39,0.323,5.07,6.0,5,0.0,2,410.0,0,54,2.0,5.0,14.0,94.0
26419,clayda02,1988,1,PHI,NL,0,1,17,0,0,0,0,72,27,16,5,21,12,0.303,6.0,2.0,2,0.0,1,114.0,2,17,3.0,1.0,4.0,24.0
26420,clearma01,1988,1,ML4,AL,1,0,25,0,0,0,0,87,23,9,4,21,26,0.215,2.79,0.0,1,0.0,4,130.0,16,12,0.0,2.0,3.0,29.0
26421,clemepa01,1988,1,NYA,AL,0,0,6,1,0,0,0,25,12,6,1,4,3,0.343,6.48,0.0,1,0.0,0,41.0,1,8,0.0,2.0,1.0,8.33
26422,clemero02,1988,1,BOS,AL,18,12,35,35,14,8,0,792,217,86,17,62,291,0.22,2.93,4.0,4,6.0,7,1063.0,0,93,6.0,3.0,7.0,264.0
26423,clibust02,1988,1,CAL,AL,4,2,40,1,0,0,0,252,83,38,11,32,42,0.266,4.07,6.0,1,6.0,4,361.0,13,45,7.0,4.0,13.0,84.0
26424,codirch01,1988,1,CLE,AL,0,4,14,2,0,0,1,58,32,20,2,10,12,0.372,9.31,2.0,2,3.0,0,101.0,4,22,2.0,0.0,1.0,19.33
26425,coffmke01,1988,1,ATL,NL,2,6,18,11,0,0,0,201,62,43,3,54,24,0.251,5.78,2.0,11,4.0,1,311.0,2,52,3.0,3.0,7.0,67.0
26426,comstke01,1988,1,SDN,NL,0,0,7,0,0,0,0,24,8,6,1,3,9,0.25,6.75,1.0,2,0.0,1,35.0,3,6,0.0,0.0,0.0,8.0
26427,conceda01,1988,1,CIN,NL,0,0,1,0,0,0,0,4,2,0,0,0,1,0.333,0.0,0.0,0,0.0,0,6.0,1,0,0.0,0.0,0.0,1.33
26428,coneda01,1988,1,NYN,NL,20,3,35,28,8,4,0,694,178,57,10,80,213,0.213,2.22,7.0,10,4.0,10,936.0,0,67,11.0,5.0,11.0,231.33
26429,cookde01,1988,1,SFN,NL,2,1,4,4,1,1,0,66,9,7,1,11,13,0.125,2.86,1.0,1,0.0,0,86.0,0,8,0.0,3.0,1.0,22.0
26430,cookmi01,1988,1,CAL,AL,0,1,3,0,0,0,0,11,4,2,0,1,2,0.308,4.91,0.0,1,1.0,0,15.0,1,2,0.0,0.0,1.0,3.67
26431,corbesh01,1988,1,CAL,AL,2,1,34,0,0,0,1,137,47,21,2,23,28,0.273,4.14,3.0,2,0.0,0,204.0,7,23,4.0,5.0,0.0,45.67
26432,corsiji01,1988,1,OAK,AL,0,1,11,1,0,0,0,64,20,9,1,6,10,0.26,3.8,1.0,1,0.0,1,89.0,7,10,3.0,3.0,2.0,21.33
26433,costejo01,1988,1,SLN,NL,5,2,36,0,0,0,1,149,44,10,3,25,38,0.235,1.81,4.0,0,0.0,1,214.0,15,15,1.0,1.0,2.0,49.67
26434,coxda01,1988,1,SLN,NL,3,8,13,13,0,0,0,258,89,38,6,25,47,0.272,3.98,7.0,4,1.0,3,361.0,0,40,5.0,3.0,7.0,86.0
26435,crewsti01,1988,1,LAN,NL,4,0,42,0,0,0,0,215,77,25,3,16,45,0.278,3.14,7.0,1,0.0,0,301.0,12,29,3.0,5.0,3.0,71.67
26436,crimch01,1988,1,ML4,AL,7,6,70,0,0,0,9,315,95,34,11,28,58,0.247,2.91,3.0,9,2.0,2,425.0,25,38,5.0,6.0,11.0,105.0
26437,croucza01,1988,1,BOS,AL,0,0,3,0,0,0,0,4,4,1,0,2,0,0.571,6.75,0.0,0,0.0,0,9.0,1,1,0.0,0.0,1.0,1.33
26438,curryst01,1988,1,BOS,AL,0,1,3,3,0,0,0,33,15,10,0,14,4,0.357,8.18,2.0,2,0.0,1,59.0,0,10,1.0,2.0,0.0,11.0
26439,darliro01,1988,1,NYN,NL,17,9,34,34,7,4,0,722,218,87,24,60,161,0.245,3.25,2.0,7,5.0,2,971.0,0,97,10.0,8.0,20.0,240.67
26440,darwida01,1988,1,HOU,NL,8,13,44,20,3,0,3,576,189,82,20,48,129,0.259,3.84,9.0,1,7.0,2,804.0,9,86,10.0,9.0,17.0,192.0
26441,davisjo03,1988,1,CHA,AL,0,1,5,2,0,0,0,48,21,12,4,5,10,0.328,6.75,0.0,0,0.0,0,70.0,1,12,0.0,1.0,1.0,16.0
26442,davisjo04,1988,1,CHA,AL,2,5,34,1,0,0,1,191,77,47,5,50,37,0.297,6.64,10.0,6,4.0,3,319.0,10,58,2.0,4.0,10.0,63.67
26443,davisma01,1988,1,SDN,NL,5,10,62,0,0,0,28,295,70,22,2,42,102,0.199,2.01,11.0,9,0.0,1,402.0,52,24,7.0,1.0,12.0,98.33
26444,davisro02,1988,1,SFN,NL,1,1,9,0,0,0,0,52,15,9,4,6,15,0.234,4.67,0.0,0,1.0,0,72.0,4,10,1.0,0.0,0.0,17.33
26445,davisst02,1988,1,OAK,AL,16,7,33,33,1,0,0,605,211,83,16,91,127,0.274,3.7,2.0,16,1.0,2,872.0,0,86,3.0,8.0,19.0,201.67
26446,dawlebi01,1988,1,PHI,NL,0,2,8,0,0,0,0,26,16,13,3,4,3,0.381,13.5,1.0,2,0.0,0,47.0,1,13,0.0,1.0,0.0,8.67
26447,dayleke01,1988,1,SLN,NL,2,7,54,0,0,0,5,166,48,17,2,19,38,0.239,2.77,7.0,2,1.0,0,226.0,21,20,4.0,1.0,5.0,55.33
26448,dedmoje01,1988,1,CLE,AL,1,0,21,0,0,0,1,101,35,17,3,21,17,0.276,4.54,1.0,2,3.0,1,157.0,12,20,3.0,3.0,4.0,33.67
26449,dejesjo01,1988,1,KCA,AL,0,1,2,1,0,0,0,8,6,8,0,5,2,0.429,27.0,1.0,0,0.0,0,19.0,0,10,0.0,0.0,1.0,2.67
26450,deleojo01,1988,1,SLN,NL,13,10,34,34,3,1,0,676,198,92,13,86,208,0.237,3.67,7.0,10,2.0,0,940.0,0,95,10.0,7.0,15.0,225.33
26451,deshaji01,1988,1,HOU,NL,11,14,31,31,3,2,0,621,164,69,20,72,127,0.218,3.0,5.0,1,2.0,6,847.0,0,77,8.0,13.0,8.0,207.0
26452,dibblro01,1988,1,CIN,NL,1,1,37,0,0,0,0,178,43,12,2,21,59,0.207,1.82,5.0,3,1.0,2,235.0,6,12,2.0,3.0,2.0,59.33
26453,dillago01,1988,1,BAL,AL,0,0,2,1,0,0,0,9,3,2,1,4,2,0.273,6.0,0.0,0,0.0,0,15.0,0,2,0.0,0.0,0.0,3.0
26454,dimicfr01,1988,1,CAL,AL,0,0,4,0,0,0,0,14,5,5,2,2,1,0.263,9.64,0.0,0,0.0,1,21.0,0,5,0.0,0.0,0.0,4.67
26455,dipinfr01,1988,1,CHN,NL,2,3,63,0,0,0,6,271,102,50,6,32,69,0.285,4.98,7.0,6,0.0,1,398.0,23,54,2.0,6.0,2.0,90.33
26456,dopsojo01,1988,1,MON,NL,3,11,26,26,1,0,0,506,150,57,15,58,101,0.235,3.04,3.0,3,1.0,1,704.0,0,69,5.0,2.0,14.0,168.67
26457,dotsori01,1988,1,NYA,AL,12,9,32,29,4,0,0,513,178,95,27,72,77,0.266,5.0,3.0,3,4.0,3,755.0,0,103,3.0,7.0,11.0,171.0
26458,downske01,1988,1,SFN,NL,13,9,27,26,6,3,0,504,140,62,11,47,118,0.225,3.32,8.0,7,3.0,4,685.0,0,67,4.0,9.0,13.0,168.0
26459,drabedo01,1988,1,PIT,NL,15,7,33,32,3,1,0,658,194,75,21,50,127,0.239,3.08,4.0,4,6.0,1,880.0,0,83,7.0,5.0,22.0,219.33
26460,draveda01,1988,1,SFN,NL,2,2,7,7,1,0,0,111,33,13,4,8,19,0.243,3.16,0.0,0,0.0,2,151.0,0,19,4.0,3.0,4.0,37.0
26461,dunnemi01,1988,1,PIT,NL,7,11,30,28,1,0,0,510,163,74,15,88,70,0.255,3.92,3.0,12,5.0,7,752.0,1,88,11.0,8.0,13.0,170.0
26462,eavega01,1988,1,ATL,NL,0,0,5,0,0,0,0,15,7,5,0,3,0,0.333,9.0,0.0,0,0.0,0,24.0,4,5,0.0,0.0,0.0,5.0
26463,eckerde01,1988,1,OAK,AL,4,2,60,0,0,0,45,218,52,19,5,11,70,0.198,2.35,2.0,0,1.0,2,279.0,53,20,1.0,3.0,3.0,72.67
26464,eicheju01,1988,1,ATL,NL,2,0,20,0,0,0,0,112,44,16,3,10,13,0.297,3.86,2.0,0,0.0,0,165.0,7,19,3.0,4.0,4.0,37.33
26465,eichhma01,1988,1,TOR,AL,0,3,37,0,0,0,1,200,79,31,3,27,28,0.304,4.19,4.0,3,6.0,6,302.0,17,32,8.0,1.0,4.0,66.67
26466,eilanda01,1988,1,NYA,AL,0,0,3,3,0,0,0,38,15,9,6,4,7,0.294,6.39,0.0,0,2.0,0,57.0,0,9,0.0,0.0,1.0,12.67
26467,ellswst01,1988,1,BOS,AL,1,6,8,7,0,0,0,108,47,27,7,16,16,0.315,6.75,1.0,1,1.0,0,168.0,0,29,1.0,1.0,4.0,36.0
26468,farrejo03,1988,1,CLE,AL,14,10,31,30,4,0,0,631,216,99,15,67,92,0.269,4.24,3.0,2,9.0,3,895.0,0,106,9.0,6.0,14.0,210.33
26469,farrst01,1988,1,KCA,AL,5,4,62,1,0,0,20,248,74,23,5,30,72,0.24,2.5,6.0,4,2.0,2,344.0,49,25,1.0,3.0,7.0,82.67
26470,fernasi01,1988,1,NYN,NL,12,10,31,31,1,1,0,561,127,63,15,70,189,0.191,3.03,1.0,4,6.0,9,751.0,0,69,2.0,7.0,8.0,187.0
26471,filerto01,1988,1,ML4,AL,5,8,19,16,2,1,0,305,108,50,8,33,39,0.281,4.43,4.0,5,1.0,0,431.0,0,54,5.0,7.0,11.0,101.67
26472,finlech01,1988,1,CAL,AL,9,15,31,31,2,0,0,583,191,90,15,82,111,0.263,4.17,7.0,5,6.0,8,831.0,0,95,7.0,10.0,22.0,194.33
26473,fishebr01,1988,1,PIT,NL,8,10,33,22,1,1,1,439,157,75,13,57,66,0.277,4.61,4.0,0,5.0,4,645.0,3,78,10.0,6.0,9.0,146.33
26474,flanami01,1988,1,TOR,AL,13,13,34,34,2,1,0,633,220,98,23,80,99,0.271,4.18,1.0,3,6.0,4,916.0,0,106,14.0,4.0,21.0,211.0
26475,forscbo01,1988,1,SLN,NL,9,4,30,12,1,1,0,326,111,45,8,38,40,0.27,3.73,8.0,2,1.0,3,463.0,3,51,9.0,4.0,9.0,108.67
26476,forscbo01,1988,2,HOU,NL,1,4,6,6,0,0,0,83,42,20,2,6,14,0.359,6.51,1.0,1,2.0,0,133.0,0,22,3.0,5.0,3.0,27.67
26477,fossato01,1988,1,TEX,AL,0,0,5,0,0,0,0,17,11,3,0,2,0,0.423,4.76,0.0,1,0.0,0,28.0,1,3,0.0,0.0,1.0,5.67
26478,francjo01,1988,1,CIN,NL,6,6,70,0,0,0,39,258,60,15,3,27,46,0.198,1.57,3.0,1,0.0,2,336.0,61,18,5.0,1.0,8.0,86.0
26479,frasewi01,1988,1,CAL,AL,12,13,34,32,2,0,0,584,203,117,33,80,86,0.267,5.41,7.0,12,9.0,6,861.0,0,129,2.0,9.0,17.0,194.67
26480,freemma02,1988,1,PHI,NL,2,3,11,11,0,0,0,155,55,35,2,43,37,0.276,6.1,2.0,3,1.0,1,249.0,0,36,5.0,1.0,2.0,51.67
26481,frohwto01,1988,1,PHI,NL,1,2,12,0,0,0,0,36,16,11,2,11,11,0.327,8.25,6.0,1,0.0,0,62.0,6,11,1.0,1.0,0.0,12.0
26482,garbege01,1988,1,KCA,AL,0,4,26,0,0,0,6,98,29,13,4,13,20,0.238,3.58,2.0,0,2.0,2,138.0,19,15,1.0,0.0,5.0,32.67
26483,garcimi02,1988,1,PIT,NL,0,0,1,0,0,0,0,6,3,1,1,2,2,0.375,4.5,0.0,0,1.0,0,12.0,1,2,0.0,1.0,0.0,2.0
26484,gardnwe01,1988,1,BOS,AL,8,6,36,18,1,0,2,447,119,58,17,64,106,0.22,3.5,2.0,5,3.0,0,620.0,12,61,5.0,6.0,10.0,149.0
26485,garresc01,1988,1,SFN,NL,5,9,65,0,0,0,13,294,80,39,3,46,86,0.226,3.58,10.0,6,2.0,4,413.0,40,42,9.0,2.0,6.0,98.0
26486,gibsopa01,1988,1,DET,AL,4,2,40,1,0,0,0,276,83,30,6,34,50,0.24,2.93,8.0,3,2.0,1,390.0,18,33,3.0,5.0,6.0,92.0
26487,gladdda01,1988,1,MIN,AL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,3.0,1,0,0.0,0.0,0.0,1.0
26488,glavito02,1988,1,ATL,NL,7,17,34,34,1,0,0,586,201,99,12,63,84,0.27,4.56,7.0,2,8.0,2,844.0,0,111,17.0,11.0,18.0,195.33
26489,gleatje01,1988,1,KCA,AL,0,4,42,0,0,0,3,114,33,15,2,17,29,0.232,3.55,1.0,2,3.0,0,164.0,20,17,2.0,0.0,4.0,38.0
26490,gonzage01,1988,1,MIN,AL,0,0,16,0,0,0,1,64,20,8,4,8,19,0.244,3.38,1.0,0,1.0,0,92.0,14,8,1.0,0.0,1.0,21.33
26491,goodedw01,1988,1,NYN,NL,18,9,34,34,10,3,0,745,242,88,8,57,175,0.256,3.19,4.0,5,6.0,5,1024.0,0,98,10.0,6.0,18.0,248.33
26492,gordodo01,1988,1,CLE,AL,3,4,38,0,0,0,1,178,65,29,5,19,20,0.284,4.4,3.0,2,3.0,4,261.0,15,33,6.0,4.0,6.0,59.33
26493,gordoto01,1988,1,KCA,AL,0,2,5,2,0,0,0,47,16,9,1,7,18,0.267,5.17,0.0,0,0.0,0,67.0,0,9,0.0,0.0,1.0,15.67
26494,gossari01,1988,1,CHN,NL,4,4,46,0,0,0,13,131,50,21,3,15,30,0.291,4.33,5.0,3,3.0,2,194.0,33,23,3.0,1.0,2.0,43.67
26495,gottji01,1988,1,PIT,NL,6,6,67,0,0,0,34,232,68,30,9,22,76,0.243,3.49,5.0,1,2.0,6,314.0,59,30,7.0,3.0,4.0,77.33
26496,grantma01,1988,1,SDN,NL,2,8,33,11,0,0,0,293,97,40,14,36,61,0.268,3.69,6.0,5,2.0,0,410.0,9,41,6.0,4.0,12.0,97.67
26497,grayje01,1988,1,CIN,NL,0,0,5,0,0,0,0,28,12,4,0,4,5,0.333,3.86,2.0,0,0.0,0,45.0,1,4,3.0,2.0,1.0,9.33
26498,grosske01,1988,1,PHI,NL,12,14,33,33,5,1,0,695,209,95,18,89,162,0.239,3.69,5.0,5,11.0,7,989.0,0,101,9.0,4.0,8.0,231.67
26499,guantce01,1988,1,NYA,AL,5,6,56,0,0,0,11,225,59,24,10,22,61,0.213,2.88,3.0,0,5.0,3,307.0,37,25,2.0,1.0,4.0,75.0
26500,guantce01,1988,2,TEX,AL,0,0,7,0,0,0,1,14,8,1,1,4,4,0.4,1.93,1.0,0,0.0,0,24.0,3,1,0.0,0.0,1.0,4.67
26501,gubicma01,1988,1,KCA,AL,20,8,35,35,8,4,0,809,237,81,11,83,183,0.234,2.7,3.0,12,6.0,4,1111.0,0,94,3.0,6.0,24.0,269.67
26502,guettle01,1988,1,NYA,AL,1,2,20,2,0,0,0,122,49,21,2,14,15,0.306,4.65,0.0,2,1.0,0,177.0,7,21,1.0,1.0,11.0,40.67
26503,guidrro01,1988,1,NYA,AL,2,3,12,10,0,0,0,168,57,26,7,15,32,0.259,4.18,3.0,2,2.0,2,239.0,1,28,1.0,1.0,2.0,56.0
26504,guzmajo01,1988,1,TEX,AL,11,13,30,30,6,2,0,620,180,85,20,82,157,0.231,3.7,3.0,10,5.0,12,876.0,0,99,4.0,6.0,18.0,206.67
26505,habyajo01,1988,1,BAL,AL,1,0,7,0,0,0,0,44,22,7,2,4,4,0.355,4.3,0.0,1,0.0,1,68.0,1,10,0.0,2.0,2.0,14.67
26506,halldr01,1988,1,CHN,NL,1,1,19,0,0,0,1,67,26,19,4,9,22,0.295,7.66,2.0,0,1.0,0,103.0,8,20,3.0,2.0,0.0,22.33
26507,hammaat01,1988,1,SFN,NL,9,9,43,17,3,1,5,434,136,60,11,41,65,0.248,3.73,9.0,1,3.0,2,607.0,11,68,10.0,4.0,15.0,144.67
26508,hansoer01,1988,1,SEA,AL,2,3,6,6,0,0,0,125,35,15,4,12,36,0.23,3.24,1.0,2,1.0,2,168.0,0,17,3.0,0.0,2.0,41.67
26509,harkemi01,1988,1,CHN,NL,0,3,5,5,0,0,0,104,33,10,0,15,18,0.248,2.6,3.0,2,2.0,1,155.0,0,14,5.0,0.0,2.0,34.67
26510,harnipe01,1988,1,BAL,AL,0,2,2,2,0,0,0,39,13,8,1,9,10,0.26,5.54,1.0,1,0.0,0,61.0,0,8,2.0,0.0,0.0,13.0
26511,harrigr01,1988,1,PHI,NL,4,6,66,1,0,0,1,321,80,28,7,52,71,0.209,2.36,14.0,8,4.0,2,446.0,19,34,6.0,2.0,8.0,107.0
26512,harrigr02,1988,1,SDN,NL,2,0,3,1,1,0,0,54,13,3,0,3,15,0.2,1.5,0.0,0,0.0,0,68.0,2,3,0.0,0.0,2.0,18.0
26513,harvebr01,1988,1,CAL,AL,7,5,50,0,0,0,17,228,59,18,4,20,67,0.214,2.13,6.0,4,1.0,1,303.0,38,22,3.0,3.0,6.0,76.0
26514,havenbr01,1988,1,LAN,NL,0,0,9,0,0,0,0,29,15,5,1,4,8,0.357,4.66,0.0,0,0.0,1,47.0,4,5,0.0,1.0,0.0,9.67
26515,havenbr01,1988,2,CLE,AL,2,3,28,0,0,0,1,172,62,20,7,17,30,0.273,3.14,3.0,0,0.0,1,248.0,14,22,2.0,2.0,2.0,57.33
26516,hawkian01,1988,1,SDN,NL,14,11,33,33,4,2,0,653,196,81,16,76,91,0.244,3.35,4.0,1,6.0,3,906.0,0,88,14.0,6.0,12.0,217.67
26517,haywara01,1988,1,TEX,AL,4,6,12,12,1,1,0,188,63,38,6,35,37,0.276,5.46,0.0,6,0.0,4,271.0,0,44,4.0,4.0,12.0,62.67
26518,heathje02,1988,1,HOU,NL,0,5,17,1,0,0,0,93,33,20,2,16,12,0.275,5.81,6.0,1,1.0,0,143.0,9,25,4.0,2.0,0.0,31.0
26519,heatone01,1988,1,MON,NL,3,10,32,11,0,0,2,292,98,54,14,43,43,0.271,4.99,5.0,1,3.0,5,415.0,7,54,5.0,3.0,14.0,97.33
26520,heepda01,1988,1,LAN,NL,0,0,1,0,0,0,0,6,2,2,1,0,0,0.222,9.0,0.0,1,0.0,0,9.0,1,2,0.0,0.0,0.0,2.0
26521,heinkdo01,1988,1,DET,AL,0,0,21,0,0,0,1,109,30,16,4,12,30,0.219,3.96,1.0,3,1.0,5,151.0,9,17,0.0,1.0,1.0,36.33
26522,henketo01,1988,1,TOR,AL,4,4,52,0,0,0,25,204,60,22,6,24,66,0.237,2.91,3.0,0,2.0,0,285.0,44,23,4.0,2.0,4.0,68.0
26523,hennemi01,1988,1,DET,AL,9,6,65,0,0,0,22,274,72,19,7,24,58,0.218,1.87,10.0,8,2.0,1,364.0,51,23,5.0,2.0,10.0,91.33
26524,henrydw01,1988,1,TEX,AL,0,1,11,0,0,0,1,31,15,10,1,9,10,0.326,8.71,1.0,3,3.0,1,59.0,5,10,0.0,1.0,0.0,10.33
26525,hernawi01,1988,1,DET,AL,6,5,63,0,0,0,10,203,50,23,8,31,59,0.208,3.06,6.0,3,4.0,3,284.0,38,24,6.0,3.0,8.0,67.67
26526,hershor01,1988,1,LAN,NL,23,8,35,34,15,8,1,801,208,67,18,73,178,0.213,2.26,10.0,6,4.0,5,1068.0,1,73,9.0,6.0,18.0,267.0
26527,heskejo01,1988,1,MON,NL,4,3,60,0,0,0,9,218,63,23,1,35,64,0.242,2.85,9.0,5,0.0,1,304.0,23,30,5.0,4.0,10.0,72.67
26528,higuete01,1988,1,ML4,AL,16,9,31,31,8,1,0,682,168,62,15,59,192,0.207,2.45,4.0,0,6.0,6,895.0,0,66,10.0,7.0,12.0,227.33
26529,hillesh01,1988,1,LAN,NL,3,4,11,10,0,0,0,170,54,26,5,17,30,0.25,4.13,1.0,3,3.0,0,239.0,0,26,1.0,2.0,3.0,56.67
26530,hillesh01,1988,2,CHA,AL,3,2,6,6,0,0,0,120,30,14,4,18,26,0.207,3.15,0.0,0,1.0,0,166.0,0,16,0.0,2.0,3.0,40.0
26531,hillke01,1988,1,SLN,NL,0,1,4,1,0,0,0,42,16,8,0,6,6,0.286,5.14,0.0,1,0.0,0,62.0,0,9,0.0,0.0,0.0,14.0
26532,hoffmgu01,1988,1,TEX,AL,0,0,11,0,0,0,0,67,22,13,5,8,9,0.247,5.24,0.0,1,1.0,0,99.0,2,14,0.0,1.0,1.0,22.33
26533,holmabr01,1988,1,MON,NL,4,8,18,16,1,1,0,301,101,36,3,34,58,0.264,3.23,2.0,2,0.0,0,422.0,1,39,4.0,1.0,7.0,100.33
26534,holtobr01,1988,1,LAN,NL,7,3,45,0,0,0,1,254,69,16,1,26,49,0.228,1.7,7.0,1,1.0,6,339.0,11,19,7.0,3.0,10.0,84.67
26535,honeyri01,1988,1,OAK,AL,3,2,55,0,0,0,7,239,74,31,6,25,47,0.253,3.5,2.0,3,3.0,8,330.0,17,36,3.0,6.0,13.0,79.67
26536,hortori01,1988,1,CHA,AL,6,10,52,9,1,0,2,328,120,59,6,36,28,0.291,4.86,4.0,0,5.0,3,471.0,12,64,10.0,8.0,16.0,109.33
26537,hortori01,1988,2,LAN,NL,1,1,12,0,0,0,0,27,11,5,2,2,8,0.306,5.0,0.0,0,0.0,0,41.0,1,7,2.0,1.0,0.0,9.0
26538,houghch01,1988,1,TEX,AL,15,16,34,34,10,0,0,756,202,93,20,126,174,0.221,3.32,1.0,10,12.0,10,1067.0,0,111,8.0,8.0,12.0,252.0
26539,howelja01,1988,1,LAN,NL,5,3,50,0,0,0,21,195,44,15,1,21,70,0.188,2.08,2.0,2,1.0,2,262.0,38,16,3.0,3.0,0.0,65.0
26540,howelke01,1988,1,LAN,NL,0,1,4,1,0,0,0,38,16,9,0,4,12,0.32,6.39,1.0,0,0.0,0,55.0,2,10,1.0,0.0,1.0,12.67
26541,hudsoch02,1988,1,NYA,AL,6,6,28,12,1,0,2,319,93,53,9,36,58,0.235,4.49,4.0,4,4.0,1,447.0,10,53,5.0,7.0,4.0,106.33
26542,huismma01,1988,1,DET,AL,1,0,5,0,0,0,0,16,6,3,0,2,6,0.286,5.06,1.0,0,0.0,0,23.0,2,3,0.0,0.0,1.0,5.33
26543,hurstbr01,1988,1,BOS,AL,18,6,33,32,7,1,0,650,222,88,21,65,166,0.264,3.66,1.0,5,2.0,3,922.0,0,98,8.0,5.0,15.0,216.67
26544,innisje01,1988,1,NYN,NL,1,1,12,0,0,0,0,57,19,4,0,2,14,0.25,1.89,1.0,0,0.0,0,80.0,7,6,1.0,1.0,2.0,19.0
26545,jacksda02,1988,1,CIN,NL,23,8,35,35,15,6,0,782,206,79,13,71,161,0.218,2.73,6.0,5,2.0,2,1034.0,0,86,13.0,5.0,24.0,260.67
26546,jacksmi02,1988,1,SEA,AL,6,5,62,0,0,0,4,298,74,29,10,43,76,0.209,2.63,10.0,6,2.0,6,412.0,29,37,3.0,10.0,7.0,99.33
26547,jeffcmi01,1988,1,TEX,AL,0,2,5,2,0,0,0,30,19,13,1,5,5,0.432,11.7,1.0,0,2.0,0,52.0,2,13,1.0,0.0,2.0,10.0
26548,jimenge01,1988,1,ATL,NL,1,6,15,9,0,0,0,167,65,31,4,12,26,0.294,5.01,0.0,3,1.0,3,241.0,2,39,2.0,5.0,3.0,55.67
26549,johnsra05,1988,1,MON,NL,3,0,4,4,1,0,0,78,23,7,3,7,25,0.225,2.42,0.0,3,0.0,0,109.0,0,8,0.0,0.0,0.0,26.0
26550,johnto01,1988,1,NYA,AL,9,8,35,32,0,0,0,529,221,88,11,46,81,0.308,4.49,4.0,5,6.0,5,776.0,2,96,5.0,2.0,29.0,176.33
26551,jonesba01,1988,1,PIT,NL,1,1,42,0,0,0,2,169,57,19,3,21,31,0.273,3.04,6.0,7,1.0,1,241.0,15,21,5.0,4.0,8.0,56.33
26552,jonesba01,1988,2,CHA,AL,2,2,17,0,0,0,1,78,15,7,3,17,17,0.17,2.42,1.0,6,0.0,1,106.0,10,7,0.0,1.0,3.0,26.0
26553,jonesdo01,1988,1,CLE,AL,3,4,51,0,0,0,37,250,69,21,1,16,72,0.218,2.27,3.0,2,2.0,3,338.0,46,26,3.0,0.0,6.0,83.33
26554,jonesji02,1988,1,SDN,NL,9,14,29,29,3,0,0,537,192,82,14,44,82,0.277,4.12,3.0,4,3.0,1,760.0,0,98,11.0,9.0,15.0,179.0
