,playerID,W,L,G,GS,CG,SV,IPouts,H,ER,HR,BB,SO,BAOpp,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,Years_Played,HoF,votedBy,WAR,TimeFrame,Name,cluster
128,passecl01,162,150,444,331,188,21,8159,2856,1003,105,728,1104,3.94,0.0,22,39.0,1,11642.0,85,1204,0.0,0.0,0.0,13,0.0,0,43.44,1935 - 1947,Claude Passeau,1
129,shouncl01,73,59,454,85,34,29,3861,1325,559,81,404,483,4.48,0.0,15,10.0,2,5466.0,207,631,0.0,0.0,0.0,14,0.0,0,8.08,1935 - 1949,Clyde Shoun,1
130,fellebo01,266,162,570,484,279,21,11481,3271,1384,224,1764,2581,4.130000000000001,0.0,75,60.0,13,16180.0,52,1557,0.0,0.0,0.0,18,1.0,BBWAA,65.19,1936 - 1956,Bob Feller,1
131,heintke01,77,98,319,183,66,10,4505,1540,656,100,630,564,3.65,0.0,33,14.0,4,6497.0,72,746,0.0,0.0,0.0,13,0.0,0,16.79,1937 - 1952,Ken Heintzelman,1
132,vandejo01,119,121,346,285,131,2,6314,1799,805,100,1132,1294,3.23,0.0,37,21.0,3,9034.0,28,915,0.0,0.0,0.0,13,0.0,0,26.74,1937 - 1951,Johnny Vander Meer,1
133,laniema01,108,82,327,204,91,17,4858,1490,541,65,611,821,3.84,0.0,13,18.0,8,6772.0,62,630,0.0,0.0,0.0,14,0.0,0,30.36,1938 - 1953,Max Lanier,1
134,dicksmu01,172,181,625,338,149,23,9157,3029,1240,302,1058,1281,5.16,0.0,34,37.0,2,12936.0,147,1431,0.0,0.0,0.0,18,0.0,0,42.98,1939 - 1959,Murry Dickson,1
135,dobsojo01,137,103,414,273,112,18,6510,2048,874,137,851,992,3.59,0.0,55,10.0,10,9159.0,84,981,0.0,0.0,0.0,14,0.0,0,27.66,1939 - 1954,Joe Dobson,1
136,haynejo01,76,82,379,147,53,21,4743,1672,704,95,620,475,3.790000000000001,0.0,35,26.0,4,6890.0,159,823,0.0,0.0,0.0,14,0.0,0,8.99,1939 - 1952,Joe Haynes,1
137,mastewa02,78,100,399,184,70,20,4949,1613,760,101,886,815,4.24,0.0,33,28.0,1,7281.0,115,888,0.0,0.0,0.0,14,0.0,0,10.93,1939 - 1956,Walt Masterson,1
138,newhoha01,207,150,488,374,212,26,8979,2674,1016,137,1249,1796,3.93,0.0,65,19.0,7,12648.0,79,1197,0.0,0.0,0.0,17,1.0,Veterans,60.0,1939 - 1955,Hal Newhouser,1
139,raffeke01,119,154,396,282,133,16,6455,2257,860,192,449,806,4.449999999999999,0.0,10,19.0,3,9051.0,66,993,0.0,0.0,0.0,15,0.0,0,34.0,1939 - 1954,Ken Raffensberger,1
140,troutdi01,170,161,521,322,158,35,8177,2641,979,112,1046,1256,4.65,0.0,50,34.0,7,11615.0,134,1166,0.0,0.0,0.0,15,0.0,0,45.21,1939 - 1957,Dizzy Trout,1
141,wynnea01,300,244,691,612,290,15,13692,4291,1796,338,1775,2334,5.7,0.0,51,64.0,2,19408.0,66,2037,0.0,0.0,0.0,23,1.0,BBWAA,51.53,1939 - 1963,Early Wynn,1
142,gromest01,123,108,447,225,92,23,6194,1940,782,186,630,904,4.59,0.0,18,68.0,3,8676.0,110,893,0.0,0.0,0.0,17,0.0,0,22.57,1941 - 1957,Steve Gromek,1
143,polleho01,131,116,403,278,116,20,6322,2096,821,146,745,934,4.42,0.0,34,23.0,1,8980.0,53,957,0.0,0.0,0.0,14,0.0,0,33.83,1941 - 1956,Howie Pollet,1
144,schmijo01,93,114,366,235,86,20,5438,1766,714,97,757,746,4.420000000000001,0.0,40,35.0,6,7779.0,81,841,0.0,0.0,0.0,13,0.0,0,24.56,1941 - 1956,Johnny Schmitz,1
145,truckvi01,177,135,517,328,124,30,8047,2416,1009,188,1088,1534,4.719999999999999,0.0,63,47.0,6,11378.0,113,1124,0.0,0.0,0.0,17,0.0,0,42.34,1941 - 1958,Virgil Trucks,1
146,reynoal01,182,107,434,309,137,49,7477,2193,915,133,1261,1423,3.05,0.0,59,57.0,6,10660.0,97,1026,0.0,0.0,0.0,13,0.0,0,25.66,1942 - 1954,Allie Reynolds,1
147,spahnwa01,363,245,750,665,382,29,15731,4830,1798,434,1434,2583,5.41,0.0,81,42.0,5,21547.0,68,2016,0.0,0.0,0.0,21,1.0,BBWAA,92.48,1942 - 1965,Warren Spahn,1
148,byrneto01,85,69,281,170,65,12,4086,1138,622,98,1037,766,3.5000000000000004,0.0,28,85.0,4,6181.0,72,688,0.0,0.0,0.0,13,0.0,0,6.34,1943 - 1957,Tommy Byrne,1
149,mclisca01,92,92,352,209,57,6,4827,1685,715,164,552,713,5.100000000000001,0.0,38,27.0,3,6938.0,70,824,0.0,0.0,0.0,15,0.0,0,7.62,1944 - 1964,Cal McLish,1
150,nuxhajo01,135,117,526,287,83,19,6908,2310,998,209,776,1372,4.67,0.0,45,70.0,7,9813.0,100,1093,0.0,0.0,0.0,16,0.0,0,26.81,1944 - 1966,Joe Nuxhall,1
151,piercbi02,211,169,585,432,193,32,9920,2989,1201,284,1178,1999,4.17,0.0,48,30.0,10,13853.0,84,1325,0.0,0.0,0.0,18,0.0,0,53.32,1945 - 1964,Billy Pierce,1
152,wehmehe01,92,108,361,240,79,9,5409,1806,961,210,852,794,4.19,0.0,48,31.0,3,7925.0,48,1044,0.0,0.0,0.0,13,0.0,0,6.41,1945 - 1958,Herm Wehmeier,1
153,lemonbo01,207,128,460,350,188,22,8550,2559,1024,181,1251,1277,3.2,0.0,63,57.0,2,12099.0,73,1185,0.0,0.0,0.0,13,1.0,BBWAA,37.54,1941 - 1958,Bob Lemon,1
154,meyerru01,94,73,319,219,65,5,4594,1606,679,136,541,672,3.93,0.0,36,15.0,5,6570.0,47,761,0.0,0.0,0.0,13,0.0,0,12.66,1946 - 1959,Russ Meyer,1
155,hearnji01,109,89,396,229,63,8,5111,1661,721,157,655,669,3.71,0.0,34,25.0,1,7294.0,73,847,0.0,0.0,0.0,13,0.0,0,17.06,1947 - 1959,Jim Hearn,1
156,simmocu01,193,183,569,462,163,5,10045,3313,1318,255,1063,1697,6.290000000000001,0.0,39,53.0,4,14144.0,54,1551,0.0,0.0,0.0,20,0.0,0,42.64,1947 - 1967,Curt Simmons,1
157,stalege01,134,111,640,186,58,61,5945,2070,814,187,529,727,5.680000000000001,0.0,27,63.0,2,8398.0,246,946,0.0,0.0,0.0,15,0.0,0,21.53,1947 - 1961,Gerry Staley,1
158,stobbch01,107,130,459,238,65,19,5761,2003,916,183,735,897,4.37,0.0,30,35.0,3,8378.0,105,1030,0.0,0.0,0.0,15,0.0,0,14.21,1947 - 1961,Chuck Stobbs,1
159,garcimi01,142,97,428,281,111,23,6524,2148,789,122,719,1117,3.850000000000001,0.0,30,33.0,2,9237.0,77,888,0.0,0.0,0.0,14,0.0,0,30.69,1948 - 1961,Mike Garcia,1
160,garvene01,129,157,402,330,153,12,7432,2471,1027,213,881,881,3.86,0.0,49,41.0,7,10583.0,40,1184,0.0,0.0,0.0,14,0.0,0,38.74,1948 - 1961,Ned Garver,1
161,roberro01,286,245,676,609,305,25,14066,4582,1774,505,902,2357,5.39,0.0,33,54.0,3,19174.0,49,1962,0.0,0.0,0.0,19,1.0,BBWAA,83.0,1948 - 1966,Robin Roberts,1
162,rushbo01,127,152,417,321,118,8,7232,2327,977,177,789,1244,3.64,0.0,50,34.0,1,10219.0,44,1128,0.0,0.0,0.0,13,0.0,0,36.47,1948 - 1960,Bob Rush,1
163,shantbo01,119,99,537,171,78,48,5807,1795,726,151,643,1072,4.63,0.0,29,41.0,6,8045.0,192,817,0.0,0.0,0.0,16,0.0,0,32.14,1949 - 1964,Bobby Shantz,1
164,burdele01,203,144,626,373,158,31,9202,3186,1246,289,628,1074,5.9,0.0,23,56.0,7,12745.0,128,1400,0.0,0.0,0.0,18,0.0,0,25.51,1950 - 1967,Lew Burdette,1
165,donovdi01,122,99,345,273,101,5,6052,1988,822,198,495,880,4.110000000000001,0.0,18,45.0,6,8407.0,28,909,0.0,0.0,0.0,15,0.0,0,20.83,1950 - 1965,Dick Donovan,1
166,fordwh01,236,106,498,438,156,10,9511,2766,967,228,1086,1956,3.7,0.0,75,28.0,5,13036.0,35,1107,0.0,0.0,0.0,16,1.0,BBWAA,53.57,1950 - 1967,Whitey Ford,1
167,herbera01,104,107,407,236,68,15,5644,2000,839,167,571,864,4.049999999999999,0.0,38,24.0,2,8010.0,74,927,0.0,0.0,0.0,14,0.0,0,16.25,1950 - 1966,Ray Herbert,1
168,klippjo01,101,118,711,161,37,66,5903,1915,927,203,978,1158,5.020000000000001,0.0,97,70.0,6,8656.0,275,1059,0.0,0.0,0.0,18,0.0,0,13.65,1950 - 1967,Johnny Klippstein,1
169,labincl01,77,56,513,38,7,96,3239,1043,435,81,396,551,3.89,0.0,27,11.0,0,4577.0,288,492,0.0,0.0,0.0,13,0.0,0,14.26,1950 - 1962,Clem Labine,0
170,lawve01,162,147,483,364,119,13,8016,2833,1118,268,597,1092,4.359999999999999,0.0,39,40.0,3,11231.0,77,1274,0.0,0.0,0.0,16,0.0,0,26.040000000000003,1950 - 1967,Vern Law,1
171,brownha01,85,92,358,211,47,11,5040,1677,712,173,389,710,4.15,0.0,37,14.0,2,6991.0,72,781,0.0,0.0,0.0,14,0.0,0,16.76,1951 - 1964,Hal Brown,1
172,frienbo01,197,230,602,497,163,11,10833,3772,1438,286,894,1734,4.590000000000001,0.0,50,46.0,13,15214.0,56,1652,0.0,0.0,0.0,16,0.0,0,46.76,1951 - 1966,Bob Friend,1
173,haddiha01,136,113,453,285,99,21,6705,2154,901,240,601,1575,3.69,0.0,58,43.0,3,9330.0,84,1012,0.0,0.0,0.0,14,0.0,0,29.87,1952 - 1965,Harvey Haddix,1
174,henrybi01,46,50,527,44,12,90,2739,842,331,89,296,621,4.18,0.0,25,25.0,3,3833.0,252,386,0.0,0.0,0.0,16,0.0,0,14.71,1952 - 1969,Bill Henry,0
175,hoeftbi01,97,101,505,200,75,33,5542,1820,809,173,685,1140,4.54,0.0,34,33.0,1,7914.0,131,883,0.0,0.0,0.0,15,0.0,0,17.14,1952 - 1966,Billy Hoeft,1
176,klinero01,114,144,736,203,44,108,6234,2113,866,218,731,989,5.431000000000001,0.0,59,33.0,7,8868.0,338,991,0.0,0.0,0.0,17,0.0,0,20.21,1952 - 1970,Ron Kline,1
177,millest01,105,103,704,93,24,154,5082,1522,610,140,600,1164,4.440000000000001,0.0,25,39.0,3,7083.0,405,697,0.0,0.0,0.0,16,0.0,0,27.24,1952 - 1968,Stu Miller,0
178,wilheho01,143,122,1070,52,20,227,6763,1757,632,150,778,1610,5.578,0.0,90,62.0,4,9164.0,651,773,0.0,0.0,0.0,21,1.0,BBWAA,49.68,1952 - 1972,Hoyt Wilhelm,0
179,buhlbo01,166,132,457,369,111,6,7761,2446,1019,238,1105,1268,4.870000000000001,0.0,68,37.0,7,11045.0,38,1162,0.0,0.0,0.0,15,0.0,0,27.96,1953 - 1967,Bob Buhl,1
180,facero01,104,95,848,27,6,193,4125,1347,531,141,362,877,4.559999999999999,0.0,32,14.0,2,5691.0,574,591,0.0,0.0,0.0,16,0.0,0,21.03,1953 - 1969,Roy Face,0
181,jayjo01,99,91,310,203,63,7,4639,1460,648,153,607,999,3.28,0.0,54,36.0,2,6583.0,53,714,0.0,0.0,0.0,13,0.0,0,15.66,1953 - 1966,Joey Jay,1
182,larsedo01,81,91,412,171,44,26,4644,1442,650,130,725,849,4.37,0.0,39,26.0,0,6708.0,132,728,0.0,0.0,0.0,14,0.0,0,12.51,1953 - 1967,Don Larsen,1
183,podrejo01,148,116,440,340,77,11,6795,2239,925,242,743,1435,4.369999999999999,0.0,66,28.0,8,9571.0,46,1026,0.0,0.0,0.0,15,0.0,0,28.23,1953 - 1969,Johnny Podres,1
184,worthal01,75,82,602,69,11,110,3740,1130,469,105,527,834,4.000000000000001,0.0,44,27.0,2,5331.0,314,546,0.0,0.0,0.0,14,0.0,0,17.19,1953 - 1969,Al Worthington,0
185,odellbi01,105,100,479,199,63,48,5451,1697,665,137,556,1133,3.3999999999999995,0.0,30,42.0,5,7643.0,137,758,0.0,0.0,0.0,13,0.0,0,0.0,1954 - 1967,Billy O'Dell,1
186,pascuca02,174,170,529,404,132,10,8792,2703,1183,256,1069,2167,4.726,0.0,86,61.0,12,12415.0,67,1334,0.0,0.0,0.0,18,0.0,0,37.49,1954 - 1971,Camilo Pascual,1
187,purkebo01,129,115,386,276,92,9,6344,2170,891,195,510,793,3.2900000000000005,0.0,36,71.0,6,8899.0,53,998,0.0,0.0,0.0,13,0.0,0,24.85,1954 - 1966,Bob Purkey,1
188,abernte02,63,69,681,34,7,148,3443,1010,441,70,592,765,4.166,80.0,35,45.0,3,4963.0,416,513,0.0,0.0,0.0,14,0.0,0,16.58,1955 - 1972,Ted Abernathy,0
189,aguirha01,75,72,447,149,44,33,4127,1216,496,123,479,856,3.8400000000000007,35.0,35,47.0,9,5790.0,124,562,0.0,0.0,0.0,16,0.0,0,20.96,1955 - 1970,Hank Aguirre,0
190,bunniji01,224,184,591,519,151,16,11281,3433,1366,372,1000,2855,4.4110000000000005,98.0,47,160.0,8,15618.0,39,1527,0.0,0.0,0.0,17,1.0,Veterans,60.38,1955 - 1971,Jim Bunning,1
191,halldi01,93,75,495,74,20,68,3779,1152,464,130,236,741,4.071000000000001,70.0,1,18.0,0,5085.0,237,512,0.0,0.0,0.0,16,0.0,0,16.87,1952 - 1971,Dick Hall,0
192,jacksla01,194,183,558,429,149,20,9788,3206,1233,259,824,1709,3.87,106.0,56,68.0,6,13593.0,73,1405,0.0,0.0,0.0,14,0.0,0,52.56,1955 - 1968,Larry Jackson,1
193,mcdanli01,141,119,987,74,18,172,6418,2099,821,172,623,1361,5.641,136.0,112,15.0,5,8971.0,577,934,0.0,0.0,0.0,21,0.0,0,28.950000000000003,1955 - 1975,Lindy McDaniel,0
194,ramospe01,117,160,582,268,73,55,7067,2364,1068,315,724,1305,4.544,76.0,32,68.0,7,10048.0,182,1210,0.0,0.0,0.0,15,0.0,0,22.42,1955 - 1970,Pedro Ramos,1
195,brunege01,69,93,324,213,39,4,4295,1303,576,133,581,921,5.462000000000001,53.0,41,21.0,13,6069.0,42,639,0.0,0.0,0.0,15,0.0,0,9.69,1956 - 1971,George Brunet,1
196,drabomo01,88,105,589,154,33,55,4923,1441,676,182,702,1162,4.696000000000001,62.0,53,63.0,5,7005.0,220,758,0.0,0.0,0.0,17,0.0,0,19.86,1956 - 1972,Moe Drabowsky,0
197,drysddo01,209,166,518,465,167,6,10296,3084,1124,280,855,2486,3.36,123.0,82,154.0,10,14097.0,34,1292,0.0,0.0,0.0,14,1.0,BBWAA,61.34,1956 - 1969,Don Drysdale,1
198,farretu01,106,111,590,134,41,83,5115,1628,653,152,468,1177,4.15,82.0,45,27.0,4,7099.0,301,737,0.0,0.0,0.0,14,0.0,0,27.78,1956 - 1969,Turk Farrell,0
199,mccormi03,134,128,484,333,91,12,7141,2281,986,255,795,1321,4.436999999999999,101.0,75,24.0,6,10058.0,69,1100,0.0,0.0,0.0,16,0.0,0,17.37,1956 - 1971,Mike McCormick,1
200,cardwdo01,102,138,410,301,72,7,6368,2009,924,225,671,1211,4.042,80.0,69,98.0,8,8949.0,44,1044,0.0,0.0,0.0,14,0.0,0,16.93,1957 - 1970,Don Cardwell,1
201,mcmahdo02,90,68,874,2,0,153,3932,1054,431,105,579,1003,4.942,84.0,75,34.0,5,5503.0,506,482,0.0,0.0,0.0,18,0.0,0,22.59,1957 - 1974,Don McMahon,0
202,millebo04,69,81,694,99,7,51,4654,1487,581,101,608,895,5.667000000000001,111.0,62,32.0,3,6623.0,290,679,0.0,0.0,0.0,17,0.0,0,17.94,1957 - 1974,Bob Miller,0
203,osteecl01,196,195,541,488,140,1,10381,3471,1268,249,940,1612,5.026999999999999,93.0,67,45.0,6,14433.0,24,1435,0.0,0.0,0.0,18,0.0,0,36.82,1957 - 1975,Claude Osteen,1
204,pappami01,209,164,520,465,129,4,9558,3046,1203,298,858,1728,4.715000000000001,89.0,97,72.0,6,13198.0,33,1331,0.0,0.0,0.0,17,0.0,0,46.21,1957 - 1973,Milt Pappas,1
205,pizarju01,131,105,488,245,79,28,6103,1807,776,201,888,1522,5.470000000000001,67.0,65,41.0,2,8690.0,120,890,0.0,0.0,0.0,18,0.0,0,16.2,1957 - 1974,Juan Pizarro,1
206,ellswdi01,115,137,407,310,87,5,6467,2274,890,194,595,1140,4.246,71.0,72,45.0,1,9156.0,36,1033,0.0,0.0,0.0,13,0.0,0,23.31,1958 - 1971,Dick Ellsworth,1
207,grantmu01,145,119,571,293,89,53,7325,2292,985,292,849,1267,4.452,59.0,60,33.0,3,10293.0,160,1105,0.0,0.0,0.0,14,0.0,0,19.31,1958 - 1971,Mudcat Grant,1
208,johnske02,91,106,334,231,50,9,5212,1670,668,157,413,1042,4.4910000000000005,56.0,26,56.0,7,7211.0,50,778,0.0,0.0,0.0,13,0.0,0,20.21,1958 - 1970,Ken Johnson,1
209,penaor01,56,77,427,93,21,40,3606,1175,495,151,352,818,4.694000000000001,42.0,31,28.0,5,5085.0,155,549,0.0,0.0,0.0,14,0.0,0,13.32,1958 - 1975,Orlando Pena,0
210,willist02,109,94,482,208,42,43,5293,1527,682,160,748,1305,3.617000000000001,62.0,57,71.0,9,7521.0,139,785,0.0,0.0,0.0,14,0.0,0,23.78,1958 - 1972,Stan Williams,0
211,cuellmi01,185,130,453,379,172,11,8424,2538,979,222,822,1632,4.0520000000000005,61.0,53,12.0,6,11505.0,33,1130,0.0,0.0,0.0,15,0.0,0,29.21,1959 - 1977,Mike Cuellar,1
212,fisheed02,85,70,690,63,7,81,4616,1398,583,149,438,812,4.351,38.0,53,27.0,1,6340.0,344,659,0.0,0.0,0.0,15,0.0,0,10.66,1959 - 1973,Eddie Fisher,0
213,gibsobo01,251,174,528,482,255,6,11653,3279,1258,257,1336,3117,3.943000000000001,118.0,108,102.0,13,16068.0,21,1420,0.0,0.0,0.0,17,1.0,BBWAA,81.7,1959 - 1975,Bob Gibson,1
214,kaatji01,283,237,898,625,180,18,13591,4620,1738,395,1083,2461,7.681,116.0,128,122.0,6,19023.0,102,2038,0.0,0.0,0.0,25,1.0,0,45.21,1959 - 1983,Jim Kaat,1
215,perryji01,215,174,630,447,109,10,9857,3127,1258,308,998,1576,4.78,93.0,55,80.0,3,13732.0,64,1407,0.0,0.0,0.0,17,0.0,0,38.44,1959 - 1975,Jim Perry,1
216,peterga01,124,103,359,286,79,5,6243,1894,751,157,706,1420,3.674,53.0,83,62.0,3,8707.0,35,847,0.0,0.0,0.0,14,0.0,0,22.29,1959 - 1972,Gary Peters,1
217,shortch02,135,132,501,308,88,18,6975,2215,886,183,806,1629,3.892,74.0,73,61.0,6,9801.0,78,991,0.0,0.0,0.0,15,0.0,0,31.4,1959 - 1973,Chris Short,1
218,barbest01,121,106,466,272,59,13,5997,1818,747,125,950,1309,4.598999999999999,59.0,91,42.0,6,8591.0,90,870,0.0,0.0,0.0,15,0.0,0,18.14,1960 - 1974,Steve Barber,1
219,breweji01,69,65,584,35,1,132,3122,898,355,92,360,810,4.449000000000001,77.0,41,10.0,3,4299.0,351,401,0.0,0.0,0.0,17,0.0,0,15.69,1960 - 1976,Jim Brewer,0
220,gibbojo01,61,65,419,127,20,32,3359,1053,438,74,414,743,4.293,80.0,43,33.0,5,4765.0,120,505,0.0,0.0,0.0,13,0.0,0,9.33,1960 - 1972,Joe Gibbon,0
221,maricju01,243,142,471,457,244,2,10522,3153,1126,320,709,2303,3.951000000000001,82.0,51,40.0,20,14236.0,11,1329,0.0,0.0,0.0,16,1.0,BBWAA,61.78,1960 - 1975,Juan Marichal,1
222,reganph01,96,81,551,105,20,92,4118,1392,585,150,447,743,4.224,79.0,31,26.0,3,5863.0,289,649,0.0,0.0,0.0,13,0.0,0,11.75,1960 - 1972,Phil Regan,0
223,sadecra01,135,131,563,328,85,7,7502,2456,1051,240,922,1614,5.851,82.0,94,41.0,6,10694.0,75,1206,0.0,0.0,0.0,18,0.0,0,16.45,1960 - 1977,Ray Sadecki,1
224,bolinbo01,88,75,495,164,32,50,4728,1364,596,164,597,1175,3.0900000000000007,71.0,56,60.0,3,6671.0,161,687,0.0,0.0,0.0,13,0.0,0,16.759999999999998,1961 - 1973,Bobby Bolin,0
225,downial01,123,107,405,317,73,3,6805,1946,811,177,933,1639,3.952,32.0,77,31.0,11,9539.0,37,938,0.0,0.0,0.0,17,0.0,0,22.53,1961 - 1977,Al Downing,1
226,gladdfr01,48,34,450,1,0,109,1803,566,209,38,223,394,3.323,45.0,35,27.0,2,2552.0,278,237,0.0,0.0,0.0,13,0.0,0,7.9,1961 - 1973,Fred Gladding,0
227,mcdowsa01,141,134,425,346,103,14,7477,1948,879,164,1312,2453,3.468,74.0,140,59.0,7,10587.0,39,999,0.0,0.0,0.0,15,0.0,0,43.13999999999999,1961 - 1975,Sam McDowell,2
228,perraro01,79,74,737,1,0,179,3524,1097,364,50,468,687,3.888,121.0,28,24.0,4,5023.0,458,442,0.0,0.0,0.0,13,0.0,0,18.87,1961 - 1973,Ron Perranoski,0
229,woodwi01,164,156,651,297,114,57,8052,2582,965,209,724,1411,4.691000000000001,71.0,72,63.0,6,11154.0,198,1130,0.0,0.0,0.0,17,0.0,0,52.15,1961 - 1978,Wilbur Wood,1
230,giustda01,100,93,668,133,35,145,5150,1654,687,126,570,1103,4.043,109.0,87,15.0,7,7251.0,380,764,0.0,0.0,0.0,15,0.0,0,16.1,1962 - 1977,Dave Giusti,0
231,mcnalda01,184,119,424,396,120,2,8190,2488,982,230,826,1512,3.297,56.0,59,72.0,11,11229.0,7,1070,0.0,0.0,0.0,14,0.0,0,24.79,1962 - 1975,Dave McNally,1
232,normafr01,104,103,403,268,56,8,5819,1790,784,188,815,1303,4.904,79.0,89,23.0,12,8279.0,42,864,0.0,0.0,0.0,16,0.0,0,17.24,1962 - 1980,Fred Norman,1
233,perryga01,314,265,777,690,303,11,16051,4938,1846,399,1379,3534,6.348999999999999,164.0,160,108.0,6,21953.0,33,2128,0.0,0.0,0.0,22,1.0,BBWAA,93.03,1962 - 1983,Gaylord Perry,1
234,richepe01,80,73,429,122,22,51,3497,959,413,116,424,925,3.361,46.0,33,16.0,5,4817.0,161,463,0.0,0.0,0.0,13,0.0,0,13.21,1962 - 1974,Pete Richert,0
235,seguidi01,92,111,639,171,28,71,5423,1656,765,185,786,1298,3.866,86.0,75,18.0,10,7741.0,264,867,0.0,0.0,0.0,15,0.0,0,12.01,1962 - 1977,Diego Segui,0
236,vealebo01,120,95,397,255,78,21,5778,1684,658,91,858,1703,3.3170000000000006,62.0,92,29.0,9,8163.0,63,755,0.0,0.0,0.0,13,0.0,0,24.65,1962 - 1974,Bob Veale,2
237,hoernjo01,39,34,493,0,0,99,1688,519,187,50,181,412,4.306000000000001,59.0,19,18.0,6,2375.0,268,213,0.0,0.0,0.0,14,0.0,0,10.24,1963 - 1977,Joe Hoerner,0
238,johnto01,288,231,760,700,162,4,14131,4783,1749,302,1259,2245,7.593000000000001,102.0,187,98.0,16,19692.0,22,2017,0.0,0.0,0.0,26,0.0,0,62.08,1963 - 1989,Tommy John,1
239,lolicmi01,217,191,586,496,195,11,10915,3366,1390,347,1099,2832,3.94,67.0,124,92.0,8,15140.0,40,1537,0.0,0.0,0.0,16,0.0,0,47.89,1963 - 1979,Mickey Lolich,1
240,carrocl02,96,73,731,28,1,143,4060,1296,442,67,442,681,4.288,112.0,41,37.0,5,5673.0,373,506,0.0,0.0,0.0,15,0.0,0,18.34,1964 - 1978,Clay Carroll,0
241,dierkla01,139,123,356,329,106,1,7001,2130,857,184,711,1493,3.415,43.0,104,50.0,10,9661.0,10,948,0.0,0.0,0.0,14,0.0,0,34.3,1964 - 1977,Larry Dierker,1
242,niekrph01,318,274,864,716,245,29,16213,5044,2012,482,1809,3342,6.683,86.0,226,123.0,42,22677.0,83,2337,0.0,0.0,0.0,24,1.0,BBWAA,96.96,1964 - 1987,Phil Niekro,1
243,odombl01,84,85,295,229,40,1,4527,1362,620,103,788,857,4.055,40.0,92,36.0,3,6528.0,21,708,0.0,0.0,0.0,13,0.0,0,2.22,1964 - 1976,Blue Moon Odom,1
244,singebi01,118,127,322,308,94,2,6522,1952,819,132,781,1515,3.803,50.0,67,63.0,11,9143.0,7,944,0.0,0.0,0.0,14,0.0,0,19.38,1964 - 1977,Bill Singer,1
245,tiantlu01,229,172,573,484,187,15,10459,3075,1280,346,1104,2416,4.523,53.0,27,49.0,4,14365.0,51,1400,0.0,0.0,0.0,19,0.0,0,65.63,1964 - 1982,Luis Tiant,1
246,wiseri01,188,181,506,455,138,0,9381,3227,1281,261,804,1647,4.875,83.0,49,44.0,9,13157.0,15,1455,0.0,0.0,0.0,18,0.0,0,31.88,1964 - 1982,Rick Wise,1
247,brilene01,129,112,452,279,64,22,6335,2141,807,186,547,1163,3.999,79.0,50,51.0,5,8858.0,74,929,0.0,0.0,0.0,14,0.0,0,20.35,1965 - 1978,Nelson Briles,1
248,carltst01,329,244,741,709,254,2,15652,4672,1864,414,1833,4136,6.872999999999999,150.0,183,53.0,90,21683.0,13,2130,0.0,0.0,0.0,24,1.0,BBWAA,84.11,1965 - 1988,Steve Carlton,1
249,colemjo05,142,135,484,340,94,7,7708,2416,1055,234,1003,1728,4.414999999999999,65.0,118,90.0,7,10948.0,70,1202,0.0,0.0,0.0,15,0.0,0,24.68,1965 - 1979,Joe Coleman,1
250,hillejo01,87,76,545,43,13,125,3726,1040,391,110,535,1036,3.527,71.0,39,12.0,1,5206.0,363,438,0.0,0.0,0.0,15,0.0,0,31.01,1965 - 1980,John Hiller,0
251,holtzke01,174,150,451,410,127,3,8602,2787,1111,249,910,1601,4.37,70.0,98,49.0,2,12069.0,18,1273,0.0,0.0,0.0,15,0.0,0,27.02,1965 - 1979,Ken Holtzman,1
252,hunteca01,224,166,500,476,181,1,10348,2958,1248,374,954,2012,3.5000000000000004,57.0,49,49.0,7,14032.0,6,1380,0.0,0.0,0.0,15,1.0,BBWAA,36.3,1965 - 1979,Catfish Hunter,1
253,jacksgr01,86,75,692,83,16,79,4076,1272,523,109,511,889,5.441,71.0,44,21.0,9,5749.0,291,589,0.0,0.0,0.0,18,0.0,0,14.13,1965 - 1982,Grant Jackson,0
254,jenkife01,284,226,664,594,267,7,13502,4142,1669,484,997,3192,4.836000000000001,116.0,62,84.0,18,18400.0,37,1853,0.0,0.0,0.0,19,1.0,BBWAA,82.18,1965 - 1983,Fergie Jenkins,1
255,knowlda01,66,74,765,8,1,143,3276,1006,378,65,480,681,4.3870000000000005,85.0,30,38.0,11,4658.0,417,437,0.0,0.0,0.0,16,0.0,0,12.23,1965 - 1980,Darold Knowles,0
256,lindbpa01,68,63,655,32,1,64,3641,1157,443,112,384,671,4.166,88.0,29,26.0,0,5091.0,258,510,0.0,0.0,0.0,14,0.0,0,9.55,1965 - 1978,Paul Lindblad,0
257,lonboji01,157,137,425,368,90,4,7393,2400,1056,233,823,1475,3.9460000000000006,71.0,73,105.0,9,10498.0,24,1170,0.0,0.0,0.0,15,0.0,0,14.7,1965 - 1979,Jim Lonborg,1
258,mayru01,152,156,535,360,87,12,7866,2314,1007,199,958,1760,4.348,56.0,67,42.0,18,10902.0,73,1150,0.0,0.0,0.0,16,0.0,0,20.65,1965 - 1983,Rudy May,1
259,mcgratu01,96,92,824,39,5,180,4544,1318,528,108,582,1109,4.52,128.0,63,22.0,4,6313.0,541,597,0.0,0.0,0.0,19,0.0,0,20.97,1965 - 1984,Tug McGraw,0
