,playerID,W,L,G,GS,CG,SV,IPouts,H,ER,HR,BB,SO,BAOpp,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,Years_Played,HoF,votedBy,WAR
0,bechtge01,7,20,30,27,25,0,729,337,86,0,22,10,,,17,,0,1197.0,2,265,,,,4,0.0,,-1.69
1,brainas01,24,53,85,82,77,0,2099,1109,342,6,78,25,,,41,,0,3625.0,4,917,,,,4,0.0,,-5.62
2,fergubo01,1,3,11,4,4,0,172,110,36,3,7,1,,,3,,0,302.0,5,73,,,,6,0.0,,-1.29
3,fishech01,56,84,165,141,126,3,3978,1547,385,17,80,123,,,66,,0,6077.0,26,1092,,,,7,0.0,,18.06
4,fleetfr01,2,6,9,8,7,0,226,136,42,0,6,4,,,2,,0,398.0,0,105,,,,3,0.0,,-1.3800000000000001
5,flowedi01,0,0,1,0,0,0,3,1,0,0,0,0,,,0,,0,3.0,1,0,,,,1,0.0,,0.08
6,mackde01,0,1,3,1,1,0,39,20,5,0,3,1,,,1,,0,70.0,1,30,,,,1,0.0,,-0.53
7,mathebo01,297,248,578,568,525,3,14868,5601,1573,70,532,1528,,,253,,3,21997.0,12,3497,,,,15,0.0,,62.33
8,mcbridi01,149,78,237,237,227,0,6246,2420,626,20,174,150,,,40,,0,9401.0,0,1573,,,,6,0.0,,29.5
9,mcmuljo01,14,15,37,31,30,1,850,490,171,4,79,15,,,50,,0,1513.0,5,405,,,,4,0.0,,-1.4500000000000002
10,meyerle01,0,2,3,2,2,0,57,29,11,0,3,0,,,7,,0,90.0,1,24,,,,2,0.0,,-0.42
11,paborch01,1,4,10,4,3,0,154,81,34,4,10,0,,,5,,0,272.0,5,80,,,,3,0.0,,-0.47000000000000003
12,pinkhed01,1,0,3,0,0,1,31,10,4,0,3,0,,,5,,0,51.0,3,8,,,,1,0.0,,0.34
13,prattal01,12,26,43,40,30,0,991,446,162,12,61,41,,,62,,0,1655.0,3,421,,,,2,0.0,,1.57
14,spaldal01,252,65,347,325,279,13,8659,3280,684,15,164,248,,,104,,2,12724.0,31,1790,,,,7,0.0,,53.57
15,stearbi01,13,64,84,79,73,0,2099,1167,333,13,46,24,,,21,,0,3668.0,4,1001,,,,5,0.0,,-7.53
16,woltery01,19,23,45,41,37,0,1102,473,159,10,47,27,,,21,,0,1794.0,6,412,,,,3,0.0,,1.95
17,wrighha01,4,4,36,8,0,14,301,149,41,0,14,6,,,5,,1,496.0,21,103,,,,4,0.0,,0.32999999999999996
18,zettlge01,129,112,250,244,228,3,6530,2678,616,17,145,143,,,72,,0,9912.0,8,1709,,,,6,0.0,,31.049999999999997
19,bentlcy01,2,15,18,17,14,0,432,259,97,4,12,5,,,6,,0,794.0,1,253,,,,1,0.0,,-3.25
20,brittji01,26,64,91,91,88,0,2450,1264,387,12,62,29,,,45,,1,4115.0,0,992,,,,2,0.0,,0.33
21,buttefr01,3,2,8,5,5,0,177,94,28,1,3,5,,,0,,0,295.0,3,78,,,,1,0.0,,-0.17
22,clintji01,1,15,19,16,11,0,423,178,46,1,6,9,,,19,,0,655.0,3,151,,,,3,0.0,,-0.52
23,cummica01,145,94,242,241,233,0,6449,2526,579,12,113,259,,,67,,0,9583.0,2,1450,,,,6,0.0,,38.24
24,malonma01,0,2,2,2,2,0,54,51,21,1,4,0,,,0,,0,119.0,0,50,,,,1,0.0,,-0.74
25,martiph01,3,10,24,13,10,0,469,263,70,1,17,6,,,10,,0,827.0,10,202,,,,2,0.0,,-1.0
26,mcderjo01,0,7,7,7,7,0,189,143,57,3,14,1,,,17,,0,394.0,0,144,,,,1,0.0,,-2.23
27,orour01,0,1,1,1,1,0,27,16,8,0,2,0,,,1,,0,51.0,0,15,,,,1,0.0,,
28,campbhu01,2,16,19,18,18,0,495,251,54,6,8,7,,,3,,0,852.0,1,213,,,,1,0.0,,0.18
29,forceda01,1,1,4,1,1,0,75,45,17,4,1,0,,,1,,0,141.0,3,44,,,,2,0.0,,-0.44999999999999996
30,frencbi01,0,1,1,1,1,0,27,30,12,0,0,0,,,0,,0,65.0,0,27,,,,1,0.0,,-0.37
31,fulmech01,0,0,2,0,0,0,15,7,2,0,1,0,,,0,,0,24.0,2,4,,,,1,0.0,,0.09
32,greasjo01,1,6,7,7,7,0,189,113,41,3,10,5,,,8,,0,325.0,0,90,,,,1,0.0,,
33,lovetle01,0,1,1,1,1,0,27,22,7,0,1,1,,,0,,0,56.0,0,16,,,,1,0.0,,-0.19
34,mcdoo01,0,1,1,1,1,0,27,18,3,0,0,0,,,0,,0,59.0,0,24,,,,1,0.0,,-0.34
35,selmafr01,0,1,1,1,1,0,27,21,8,0,0,0,,,0,,0,60.0,0,26,,,,1,0.0,,-0.36
36,strated01,0,3,3,3,3,0,81,75,25,1,1,0,,,0,,0,183.0,0,75,,,,1,0.0,,-1.06
37,bondto01,234,163,417,408,386,0,10886,3765,862,50,193,972,,,143,,0,15082.0,13,1931,,,,10,0.0,,60.98
38,collida01,1,1,2,2,1,0,33,22,6,0,2,0,,,12,,0,59.0,0,17,,,,1,0.0,,-0.36
39,hatfijo01,0,1,3,0,0,0,24,11,2,0,0,0,,,0,,0,35.0,3,6,,,,1,0.0,,0.12
40,mannija01,39,27,96,63,41,12,1720,694,178,6,70,78,,,48,,0,2646.0,28,477,,,,5,0.0,,-0.7899999999999998
41,ryanjo01,1,5,12,6,4,0,212,105,32,1,9,2,,,18,,0,355.0,4,83,,,,3,0.0,,-1.22
42,arundha01,5,11,16,16,14,0,390,171,65,3,28,52,,,7,,0,601.0,0,119,,,,3,0.0,,-2.57
43,blongjo01,13,21,41,36,29,0,961,374,101,0,41,65,,,41,,1,1424.0,6,242,,,,3,0.0,,-0.07000000000000006
44,bordejo01,13,16,36,31,23,1,853,304,81,4,58,43,,,22,,0,1249.0,6,185,,,,2,0.0,,1.83
45,boydbi01,0,0,1,0,0,0,5,4,0,0,0,0,,,1,,0,9.0,1,3,,,,1,0.0,,-0.12
46,bradlge01,171,151,347,325,302,2,8820,3009,795,45,196,671,,,189,,0,12377.0,23,1696,,,,9,0.0,,21.6
47,cassijo01,2,22,32,24,20,0,695,308,82,3,12,11,,,20,,0,1111.0,8,253,,,,2,0.0,,-3.96
48,devliji01,72,76,157,153,151,0,4215,1437,296,7,90,286,,,48,,0,5901.0,4,776,,,,3,0.0,,30.19
49,edwar01,0,1,1,1,0,0,6,4,1,0,0,0,,,1,,0,13.0,0,6,,,,1,0.0,,-0.26
50,galvipu01,365,310,705,688,646,2,18010,6405,1903,121,745,1807,,,221,,2,25415.0,19,3352,,,,15,1.0,Veterans,83.25
51,gedneco01,1,0,2,1,1,0,33,7,1,0,1,2,,,2,,0,43.0,1,4,,,,1,0.0,,0.48
52,goldemi01,10,32,49,45,40,0,1179,457,122,1,53,86,,,49,,0,1806.0,4,354,,,,2,0.0,,-2.56
53,heifefr01,0,0,2,0,0,1,7,6,4,0,0,0,,,0,,0,13.0,1,4,,,,1,0.0,,-0.19
54,knighge01,1,0,1,1,1,0,27,12,3,0,0,0,,,0,,0,41.0,0,6,,,,1,0.0,,0.1
55,knighlo01,16,28,51,46,40,0,1236,529,127,1,56,31,,,36,,0,1893.0,4,385,,,,4,0.0,,-3.2199999999999998
56,luffhe01,1,6,10,7,5,0,206,98,25,2,3,5,,,5,,2,335.0,2,91,,,,1,0.0,,-2.18
57,masonch01,0,0,1,0,0,0,6,3,1,0,1,0,,,0,,0,11.0,1,2,,,,1,0.0,,0.0
58,mcveyca01,10,12,34,19,12,5,529,235,75,3,16,37,,,10,,0,813.0,12,141,,,,4,0.0,,-0.92
59,morgapi01,1,3,7,4,4,0,126,40,6,0,1,7,,,2,,0,190.0,2,40,,,,1,0.0,,-0.36
60,nichotr01,28,73,106,98,90,0,2643,1045,298,6,91,174,,,66,,1,3941.0,9,672,,,,6,0.0,,-2.0799999999999996
61,oneilj01,0,4,5,4,3,0,102,59,19,3,0,0,,,2,,0,172.0,1,45,,,,1,0.0,,
62,parksbi01,4,8,16,11,9,0,336,157,44,3,6,3,,,9,,0,552.0,4,131,,,,1,0.0,,-1.53
63,pearcdi01,0,0,2,0,0,0,16,10,2,0,0,0,,,0,,0,30.0,1,11,,,,1,0.0,,-0.49
64,suttoez01,0,0,2,0,0,0,18,14,7,0,0,0,,,1,,0,34.0,2,13,,,,1,0.0,,-0.52
65,weavesa01,68,80,153,150,141,0,3923,1438,467,14,106,348,,,56,,0,5622.0,3,834,,,,6,0.0,,13.07
66,withech01,0,1,1,1,0,0,3,4,2,0,0,0,,,0,,0,9.0,0,5,,,,1,0.0,,-0.25
67,wrighge01,0,1,3,0,0,0,15,6,3,0,0,1,,,1,,0,21.0,2,3,,,,2,0.0,,0.03
68,barnero01,0,0,1,0,0,0,4,7,3,0,0,0,,,0,,0,13.0,0,8,,,,1,0.0,,-0.36
69,bootham01,1,8,15,9,6,0,287,136,44,1,13,18,,,7,,0,449.0,5,93,,,,2,0.0,,-1.1
70,boothed01,0,0,1,0,0,0,15,16,6,0,0,0,,,0,,0,34.0,1,10,,,,1,0.0,,-0.3
71,bradlfo01,9,10,22,21,16,1,520,201,48,1,16,16,,,7,,0,779.0,1,116,,,,1,0.0,,0.42
72,clackbo01,0,0,1,0,0,0,6,2,1,0,0,0,,,0,,0,8.0,1,1,,,,1,0.0,,0.06
73,coonwi01,0,0,2,0,0,0,21,9,4,0,0,0,,,0,,0,35.0,2,8,,,,1,0.0,,-0.15
74,deando01,4,26,30,30,26,0,788,397,109,1,24,22,,,17,,0,1257.0,1,268,,,,1,0.0,,-3.43
75,gouldch01,0,0,2,0,0,0,13,10,0,0,0,0,,,0,,0,25.0,1,9,,,,1,0.0,,-0.37
76,laffefl01,0,1,1,1,1,0,27,5,0,0,0,0,,,0,,0,33.0,0,3,,,,1,0.0,,0.43
77,larkite01,89,80,176,176,172,0,4702,1627,424,12,124,406,,,84,,0,6659.0,0,922,,,,5,0.0,,8.969999999999999
78,pearcfr01,0,0,1,0,0,0,12,5,2,0,1,1,,,2,,0,20.0,1,4,,,,1,0.0,,-0.07
79,peterjo01,0,0,1,0,0,1,3,1,0,0,1,0,,,0,,0,5.0,1,1,,,,1,0.0,,-0.03
80,piersda01,0,1,1,1,0,0,0,2,2,1,0,0,,,0,,0,2.0,0,2,,,,1,0.0,,0.0
81,whitede01,0,0,2,0,0,1,30,19,8,0,2,3,,,0,,0,51.0,2,15,,,,2,1.0,Veterans,-0.2
82,willida01,1,8,9,9,9,0,249,123,39,1,4,9,,,5,,0,367.0,0,75,,,,1,0.0,,-0.49
83,battijo01,0,0,3,0,0,0,23,12,3,0,2,1,,,1,,0,38.0,2,6,,,,2,0.0,,-0.03
84,mitchbo01,20,23,45,44,40,0,1145,440,135,2,73,184,,,35,,0,1688.0,2,267,,,,4,0.0,,1.58
85,reisla01,4,4,8,8,8,0,216,84,16,1,10,19,,,3,,0,310.0,0,42,,,,2,0.0,,1.21
86,roweda01,1,2,4,3,2,0,69,54,25,4,11,3,,,3,,0,137.0,1,51,,,,4,0.0,,-0.73
87,whitewi01,229,166,403,402,394,0,10628,3440,896,65,496,1041,,,221,,0,14951.0,1,1844,,,,10,0.0,,39.54
88,allisdo01,0,0,1,0,0,0,15,11,1,0,1,0,,,0,,0,26.0,1,5,,,,1,0.0,,-0.16
89,brownle01,0,0,2,0,0,1,6,6,6,0,5,0,,,2,,0,18.0,1,11,,,,2,0.0,,-0.6
90,coreyfr01,27,46,93,74,59,2,1969,764,242,19,98,168,,,47,,0,2870.0,17,456,,,,6,0.0,,2.58
91,ellicjo01,0,1,1,0,0,0,9,1,1,0,1,0,,,1,,0,11.0,1,1,,,,1,0.0,,0.15
92,hankifr01,16,12,32,28,28,1,800,281,74,1,31,81,,,5,,0,1144.0,3,154,,,,4,0.0,,1.58
93,healeto01,6,7,14,13,12,1,339,125,30,2,20,20,,,8,,0,480.0,1,67,,,,1,0.0,,0.04000000000000001
94,mccorji01,265,214,492,485,466,1,12827,4092,1155,82,749,1704,,,160,,0,17702.0,7,2095,,,,10,0.0,,75.99000000000001
95,mckelru01,0,2,4,1,1,0,75,38,6,1,3,3,,,3,,0,121.0,3,23,,,,1,0.0,,-0.62
96,nolanth01,23,52,79,78,74,0,2028,720,224,6,135,274,,,55,,0,2913.0,1,434,,,,5,0.0,,-0.47
97,wardjo01,164,103,293,262,245,3,7409,2324,576,26,253,920,,,144,,0,10164.0,32,1185,,,,7,1.0,Veterans,28.060000000000002
98,wheelha01,7,6,14,10,8,0,293,117,51,1,43,41,,,17,,0,456.0,4,80,,,,5,0.0,,-1.38
99,broutda01,0,2,4,2,2,0,69,44,20,0,11,8,,,4,,0,127.0,1,37,,,,2,1.0,Old Timers,-1.11
100,dorgami01,8,7,18,15,13,0,420,123,51,5,59,103,,,24,,1,622.0,1,100,,,,4,0.0,,0.01999999999999999
101,foleycu01,27,27,69,50,39,0,1328,511,174,3,64,127,,,25,,0,1938.0,16,311,,,,5,0.0,,-2.23
102,gardngi01,2,12,15,13,12,0,339,142,49,5,28,33,,,20,,0,521.0,1,102,,,,5,0.0,,-1.99
103,goldsfr01,112,68,189,185,174,1,4829,1685,488,38,171,433,,,57,,2,6765.0,3,884,,,,6,0.0,,13.61
104,mccorha01,41,58,103,102,96,0,2652,922,261,9,115,157,,,54,,0,3781.0,5,498,,,,4,0.0,,10.26
105,mcgunbi01,11,8,19,18,17,0,471,156,49,0,24,65,,,3,,0,658.0,1,85,,,,2,0.0,,2.02
106,mcmanpa01,0,2,2,2,2,0,63,24,7,1,1,6,,,2,,0,94.0,0,21,,,,1,0.0,,-0.34
107,neaglja01,16,50,70,68,60,0,1681,659,286,17,141,152,,,62,,0,2579.0,2,479,,,,3,0.0,,-3.9999999999999996
108,purcebl01,15,43,79,57,52,0,1744,746,241,5,84,138,,,59,,0,2643.0,16,486,,,,9,0.0,,-3.15
109,richmle01,75,100,191,179,161,3,4749,1763,538,27,269,552,,,87,,1,6821.0,13,1018,,,,6,0.0,,11.33
110,salisha01,24,24,48,48,47,0,1272,418,120,1,48,166,,,14,,0,1794.0,0,260,,,,2,0.0,,1.35
111,tyngji01,1,2,4,3,3,1,93,43,17,0,8,9,,,2,,1,150.0,1,29,,,,2,0.0,,-0.66
112,burnsto01,0,0,1,0,0,0,4,2,0,0,2,1,,,0,,0,10.0,0,4,,,,1,0.0,,-0.25
113,corcola01,177,89,277,268,256,2,7177,2147,626,68,496,1103,,,113,,0,10001.0,9,1235,,,,8,0.0,,27.41
114,driscde01,38,39,83,80,72,0,2043,747,233,7,67,171,,,27,,0,2942.0,3,414,,,,4,0.0,,4.96
115,evansja01,0,1,3,1,1,0,45,24,11,1,0,3,,,1,,0,71.0,2,18,,,,3,0.0,,-0.30000000000000004
116,guthch01,1,0,1,1,1,0,27,12,5,0,1,7,,,4,,0,42.0,0,8,,,,1,0.0,,-0.21
117,hornujo01,0,0,1,0,0,0,9,2,2,0,1,0,,,1,,0,13.0,1,2,,,,1,0.0,,0.01
118,keefeti01,342,225,600,594,554,2,15149,4438,1474,75,1233,2564,,,240,,0,20941.0,7,2470,,,,14,1.0,Veterans,89.14
119,kellyki01,2,2,12,0,0,0,137,63,21,5,30,4,,,8,,0,236.0,9,49,,,,7,1.0,Old Timers,-1.02
120,learyja01,3,9,14,12,8,0,284,123,48,1,20,23,,,8,,0,429.0,2,99,,,,4,0.0,,-2.17
121,morrijo01,1,2,18,2,2,3,176,75,28,0,12,22,,,6,,0,261.0,13,46,,,,7,0.0,,-0.4299999999999999
122,mountfr01,58,83,143,142,137,1,3647,1273,469,23,309,383,,,88,,0,5343.0,1,812,,,,7,0.0,,0.6799999999999997
123,poormto01,3,9,15,11,10,1,329,147,49,5,30,14,,,9,,0,519.0,3,110,,,,3,0.0,,-2.3000000000000003
124,stoveha01,0,0,4,0,0,0,28,15,7,0,3,7,,,2,,0,46.0,3,9,,,,3,0.0,,-0.22
125,welchmi01,307,210,565,549,525,4,14406,4588,1447,106,1297,1850,,,274,,1,20308.0,16,2556,,,,13,1.0,Veterans,63.11
126,wiedmst01,101,156,279,269,249,2,6955,2594,929,62,459,910,,,102,,0,10144.0,10,1536,,,,9,0.0,,22.7
127,derbyge01,48,56,110,107,105,1,2893,1064,322,14,182,428,,,35,,0,4224.0,3,639,,,,3,0.0,,6.74
128,foxjo01,13,28,45,43,38,0,1070,440,165,4,98,104,,,47,,0,1636.0,2,302,,,,4,0.0,,-2.4899999999999998
129,lynchja01,110,105,221,216,214,0,5773,2048,789,54,295,859,,,138,,1,8215.0,5,1224,,,,7,0.0,,6.8999999999999995
130,mullato01,284,220,555,504,468,15,13594,4195,1537,97,1408,1803,,,343,,3,19407.0,52,2523,,,,13,0.0,,61.0
131,radboch01,310,194,527,502,488,2,13582,4328,1347,118,875,1830,,,214,,0,18918.0,24,2273,,,,11,1.0,Old Timers,73.2
132,taylobi01,50,36,100,84,83,4,2399,811,282,11,165,376,,,69,,0,3455.0,15,456,,,,7,0.0,,6.2700000000000005
133,whitnji01,191,204,413,396,377,2,10489,3598,1154,79,411,1571,,,214,,2,14666.0,16,2026,,,,10,0.0,,47.48
134,willine01,1,1,12,1,1,3,105,38,13,1,5,7,,,2,,0,160.0,9,31,,,,7,0.0,,-0.4
135,bohnch01,1,1,2,2,2,0,54,21,6,0,3,1,,,0,,0,80.0,0,8,,,,1,0.0,,0.23
136,browned01,0,1,2,1,1,0,33,21,9,0,4,2,,,0,,0,61.0,1,17,,,,2,0.0,,-0.35000000000000003
137,brownto01,2,2,12,1,1,0,148,56,29,0,31,16,,,14,,0,265.0,11,55,,,,5,0.0,,-1.6400000000000001
138,buffich01,233,152,414,396,351,3,10212,3344,1120,87,856,1700,,,174,,2,14465.0,17,1824,,,,11,0.0,,60.73
139,burkeja01,19,16,40,38,34,0,1002,345,112,10,34,256,,,40,,0,1422.0,2,218,,,,3,0.0,,-0.72
140,clarkjo01,328,178,531,518,485,5,13609,4295,1417,159,1191,1978,,,182,,0,19146.0,12,2384,,,,12,1.0,Veterans,84.98
141,comisch01,0,1,4,1,1,0,37,13,1,0,3,6,,,1,,0,58.0,2,9,,,,3,0.0,,-0.039999999999999994
142,critcmo01,1,4,5,5,5,0,129,50,16,3,8,5,,,0,,0,192.0,0,31,,,,1,0.0,,-0.08999999999999997
143,dailyhu01,73,87,165,163,157,1,4245,1394,459,31,369,846,,,96,,0,6060.0,2,866,,,,6,0.0,,11.799999999999999
144,dorrbe01,2,6,8,8,8,0,198,53,19,0,1,34,,,1,,0,259.0,0,39,,,,1,0.0,,0.57
145,doylejo02,0,3,3,3,3,0,72,41,7,0,3,5,,,1,,0,119.0,0,33,,,,1,0.0,,-0.92
146,eganji01,4,6,12,10,10,0,300,133,46,2,24,20,,,5,,0,446.0,2,79,,,,1,0.0,,-0.53
147,ewingbu01,2,3,9,4,4,1,141,55,18,2,23,23,,,3,,0,233.0,4,36,,,,6,1.0,Old Timers,-0.0799999999999999
148,fusseed01,1,2,4,2,2,1,69,34,12,0,2,3,,,1,,0,108.0,2,24,,,,1,0.0,,-0.62
149,geisbi01,4,9,14,13,10,0,302,98,59,2,24,11,,,10,,0,438.0,1,89,,,,2,0.0,,-0.72
150,halbred01,0,1,1,1,1,0,24,17,7,1,4,4,,,5,,0,46.0,0,12,,,,1,0.0,,-0.34
151,heckegu01,175,146,336,322,312,1,8772,2922,951,50,492,1110,,,128,,4,12415.0,13,1726,,,,9,0.0,,27.64
152,hoganed01,0,1,1,1,1,0,24,10,1,0,0,4,,,0,,0,35.0,0,7,,,,1,0.0,,-0.12
153,landido01,12,29,44,42,37,0,1077,427,134,8,49,74,,,32,,0,1592.0,2,267,,,,1,0.0,,-0.48
154,mcginju01,102,79,187,186,177,0,4811,1572,525,21,294,562,,,135,,1,6806.0,1,958,,,,6,0.0,,9.58
155,myershe01,0,2,6,2,1,0,78,30,19,2,4,7,,,0,,0,115.0,2,28,,,,1,0.0,,-0.73
156,reccijo01,4,6,14,10,9,0,297,116,33,3,22,31,,,5,,0,445.0,4,73,,,,2,0.0,,-1.25
157,reynoch01,1,1,2,2,1,0,36,18,7,0,3,4,,,3,,0,58.0,0,11,,,,1,0.0,,-0.24
158,robinya01,3,4,14,4,4,1,267,109,33,1,29,62,,,11,,0,410.0,10,74,,,,4,0.0,,-0.91
159,russjo01,0,0,1,0,0,0,9,3,1,0,1,0,,,0,,0,13.0,1,1,,,,1,0.0,,0.12
160,schapjo01,8,7,15,14,13,0,384,131,50,2,32,38,,,24,,0,561.0,1,99,,,,1,0.0,,-0.93
161,schenbi01,1,0,2,1,1,0,30,6,1,0,1,4,,,0,,0,38.0,1,2,,,,1,0.0,,0.39
162,seymoja01,0,1,1,1,1,0,24,16,7,0,2,2,,,5,,0,43.0,0,13,,,,1,0.0,,-0.37
163,snydege01,1,0,1,1,1,0,27,4,0,0,2,0,,,1,,0,34.0,0,3,,,,1,0.0,,0.32
164,striccu01,2,0,8,0,0,1,83,30,11,0,11,10,,,3,,0,128.0,8,14,,,,4,0.0,,0.61
165,sweenbi01,49,31,82,80,76,0,2124,700,210,17,116,422,,,54,,0,3019.0,2,413,,,,2,0.0,,7.05
166,whitnar01,0,1,5,2,1,0,85,39,15,1,15,16,,,1,,0,135.0,3,24,,,,3,0.0,,-0.25
167,wisebi01,24,21,54,45,37,0,1180,419,134,6,66,277,,,43,,0,1709.0,8,239,,,,3,0.0,,2.6
168,wolfji01,0,0,3,0,0,0,30,19,12,0,3,2,,,2,,0,58.0,2,21,,,,3,0.0,,-0.79
169,allenmy01,1,3,5,3,3,0,107,34,7,0,7,3,,,2,,0,147.0,1,16,,,,3,0.0,,1.1099999999999999
170,ansonca01,0,1,3,0,0,1,12,4,2,2,2,1,,,0,,0,21.0,3,5,,,,2,1.0,Old Timers,-0.12000000000000001
171,bakelje01,76,125,215,204,191,0,5348,1909,725,43,564,669,,,152,,0,7887.0,11,1321,,,,6,0.0,,2.1100000000000003
172,bakerno01,14,15,30,29,28,0,759,250,96,3,86,94,,,22,,1,1118.0,1,167,,,,3,0.0,,0.85
173,barrbo01,49,98,159,152,141,1,3985,1460,568,31,363,588,,,107,,0,5914.0,7,938,,,,5,0.0,,-0.21999999999999997
174,breital01,0,1,1,1,0,0,15,8,5,0,2,0,,,1,,0,27.0,0,9,,,,1,0.0,,-0.26
175,burnsdi01,25,27,58,53,47,0,1381,473,157,15,80,199,,,24,,0,1987.0,5,304,,,,3,0.0,,0.88
176,cadych01,3,2,5,5,5,0,129,50,18,0,17,20,,,10,,0,199.0,0,38,,,,2,0.0,,-0.5700000000000001
177,colemjo01,23,72,107,93,84,0,2528,1182,438,30,102,224,,,27,,0,3913.0,13,772,,,,6,0.0,,-4.4
178,cushmed01,62,81,147,145,137,1,3677,1264,525,23,359,607,,,79,,3,5352.0,3,847,,,,6,0.0,,3.4200000000000004
179,deaglre01,17,15,34,34,29,0,808,255,82,0,56,83,,,20,,0,1116.0,0,147,,,,2,0.0,,1.3800000000000001
180,devinji01,1,1,2,2,1,0,33,15,9,0,1,3,,,3,,0,50.0,0,15,,,,1,0.0,,-0.4
181,dolanto01,0,0,1,0,0,0,12,4,2,0,0,0,,,0,,0,16.0,1,3,,,,1,0.0,,-0.04
182,dundoed01,9,20,31,28,23,0,743,298,117,16,53,68,,,17,,0,1124.0,3,208,,,,2,0.0,,-3.62
183,emslibo01,44,44,91,90,85,0,2377,775,281,9,165,362,,,71,,1,3432.0,1,507,,,,3,0.0,,6.69
184,friespe01,0,3,3,3,3,0,75,34,18,1,14,7,,,8,,0,126.0,0,31,,,,1,0.0,,-0.81
185,gallabi01,1,7,10,8,7,0,230,111,40,3,10,31,,,5,,0,359.0,2,86,,,,2,0.0,,-1.82
186,haganar01,2,18,22,21,19,0,534,277,106,3,43,50,,,25,,0,850.0,1,201,,,,2,0.0,,-2.98
187,hendeha01,81,121,210,206,197,0,5365,1800,696,25,522,930,,,178,,1,7852.0,4,1230,,,,6,0.0,,10.24
188,hilsech01,2,4,6,6,6,0,159,65,30,0,9,18,,,2,,0,240.0,0,45,,,,2,0.0,,-0.29000000000000004
189,hodnech01,14,4,18,18,15,0,459,149,32,1,23,47,,,10,,0,647.0,0,66,,,,2,0.0,,1.37
190,huntele01,0,0,1,0,0,0,19,10,1,0,2,4,,,0,,0,29.0,1,7,,,,1,0.0,,-0.17
191,jonesja02,11,7,19,19,16,0,473,161,55,1,25,61,,,7,,0,682.0,0,101,,,,1,0.0,,1.54
192,lilliji01,0,2,6,1,0,0,93,46,16,0,8,8,,,3,,0,152.0,6,41,,,,3,0.0,,-0.8999999999999999
193,manseto01,0,0,1,0,0,0,20,21,12,2,5,3,,,1,,0,43.0,1,18,,,,1,0.0,,-0.4
194,mcintfr01,2,1,3,3,3,0,90,31,12,0,8,6,,,2,,0,134.0,0,29,,,,1,0.0,,-0.51
195,mclaufr01,0,0,4,1,0,0,57,29,19,0,5,4,,,2,,0,93.0,3,33,,,,2,0.0,,-1.1199999999999999
196,mountbi01,31,24,57,57,56,0,1511,504,182,11,110,164,,,43,,0,2155.0,0,288,,,,3,0.0,,4.1
197,oneilti01,16,16,36,33,29,0,867,307,109,8,115,91,,,47,,0,1319.0,3,224,,,,2,0.0,,
198,orourji01,0,1,6,0,0,2,59,17,9,0,2,4,,,1,,0,70.0,3,14,,,,2,1.0,Old Timers,
199,radboge01,1,2,3,3,2,0,66,38,16,1,7,2,,,5,,0,117.0,0,28,,,,1,0.0,,-0.66
200,sawyewi01,4,10,17,15,15,0,423,119,37,1,47,76,,,13,,0,596.0,2,79,,,,1,0.0,,1.9
201,shawdu01,83,121,211,207,196,0,5286,1710,607,41,396,950,,,85,,0,7555.0,4,1050,,,,6,0.0,,18.779999999999998
202,smithed01,2,7,11,10,8,0,246,96,46,1,18,18,,,8,,0,368.0,2,67,,,,4,0.0,,0.10999999999999999
203,smithpo01,0,0,3,0,0,0,17,10,4,0,0,0,,,0,,0,28.0,3,7,,,,1,0.0,,-0.26
204,sommejo01,0,0,6,0,0,1,42,33,15,1,7,3,,,3,,0,84.0,5,25,,,,5,0.0,,-0.8500000000000001
205,sweench01,64,52,129,123,113,1,3092,928,329,24,172,505,,,67,,0,4234.0,6,560,,,,5,0.0,,7.98
206,valenjo01,2,10,13,12,11,0,306,130,40,0,17,13,,,1,,0,463.0,1,80,,,,1,0.0,,-0.87
207,woodge01,0,0,5,0,0,2,36,18,7,0,5,3,,,3,,0,58.0,5,16,,,,4,0.0,,-0.47000000000000003
208,andrufr01,1,0,1,1,1,0,27,11,2,1,2,2,,,0,,0,39.0,0,3,,,,1,0.0,,0.33
209,atkinal01,51,51,106,106,99,0,2745,943,403,21,209,435,,,80,,0,4001.0,2,656,,,,3,0.0,,0.16999999999999993
210,aydelja01,5,9,14,14,13,0,372,150,66,0,41,35,,,10,0.0,0,568.0,0,111,,,,2,0.0,,-1.6300000000000001
211,baldwla01,73,41,118,116,112,1,3051,921,322,30,233,582,,,44,,0,4220.0,3,547,,,,6,0.0,,14.049999999999999
212,bastich01,0,0,1,0,0,0,18,6,2,0,0,2,,,2,,0,25.0,1,5,,,,1,0.0,,-0.03
213,baueral01,1,6,7,7,6,0,161,53,32,2,41,26,,,15,,0,255.0,0,48,,,,2,0.0,,-1.02
214,becanbu01,3,8,11,11,11,0,273,110,60,5,26,15,,,17,5.0,1,418.0,0,86,,,,2,0.0,,-1.9499999999999997
215,beckfr01,0,5,5,5,4,0,102,50,25,0,10,18,,,7,,0,168.0,0,42,,,,1,0.0,,-1.2
216,begleed01,16,27,46,44,40,0,1143,427,186,14,147,148,,,50,,2,1750.0,2,311,,,,2,0.0,,-3.7199999999999998
217,blackbo01,4,9,16,15,13,0,369,127,44,1,17,93,,,11,,0,527.0,1,79,,,,1,0.0,,-0.17
