,playerID,ERA+,WHIP,H9,HR9,BB9,SO9,SO_W,BIP,BIP_perc,ERA_plus,ER_lg,GR_leverage_index_avg,IPouts_relief,IPouts_start,PPF,PPF_custom,RA,RS_def_total,RpO_replacement,WAA,WAA_adj,WAR,WAR_rep,oppRpG,oppRpG_rep,pyth_exponent,pyth_exponent_rep,runs_above_avg,runs_above_avg_adj,runs_above_rep,teamRpG,waa_win_perc,waa_win_perc_rep,xRA,xRA_def_pitcher,xRA_final,xRA_sprp_adj,W,L,G,GS,CG,SV,SHO,IPouts,H,ER,HR,BB,SO,BAOpp,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,Years_Played,HoF,votedBy,IP,ERA,TimeFrame,Name,FinalYear,cluster_label
10,jenkife01,115.3,1.1728999999999998,8.425,0.975,2.1550000000000002,6.365,3.20160481444333,686.35,0.14915,116.27502360609799,95.97195,1.3613199999999999,20.4,654.7,103.7,103.49870000000001,92.65,-10.845,0.1827,41.9422,-2.1126,82.18,2.1168299999999998,3.7130020000000004,4.6869195,1.79605,1.85825,374.623,17.38805,767.914,4.124886999999999,0.55057,0.44122000000000006,102.93325,-1.5128,111.38115,2.1561999999999997,284,226,664,594,267,7,49,13502,4142,1669,484,997,3192,0.234754024030832,116.0,62,84.0,18,18400.0,37,1853,,,,19,1.0,BBWAA,4500.666666666667,3.337505554732632,1965 - 1983,Fergie Jenkins,1983,3
11,knowlda01,112.88235294117646,1.4073529411764707,8.911764705882353,0.8882352941176471,3.7529411764705882,5.747058823529412,1.41875,201.88235294117646,0.04345294117647059,114.55414466989917,25.06229411764706,1.6134764705882354,185.7058823529412,7.0,98.3529411764706,99.38123529411764,25.705882352941178,18.27058823529412,0.1758235294117647,1.9444,-0.21139999999999998,12.23,0.6175,4.111409999999999,4.108542352941177,1.8136470588235294,1.8141764705882353,11.677999999999999,0.6717647058823532,102.674,3.9896023529411764,0.488864705882353,0.48669999999999997,29.126823529411766,0.8499411764705882,26.392823529411764,-1.6638823529411766,66,74,765,8,1,143,1,3276,1006,378,65,480,681,0.2349369453526389,85.0,30,38.0,11,4658.0,417,437,,,,16,0.0,,1092.0,3.1153846153846154,1965 - 1980,Darold Knowles,1980,2
12,mayru01,103.55555555555556,1.2823333333333333,8.149999999999999,0.6499999999999999,3.4055555555555554,6.033333333333333,1.837160751565762,443.6111111111111,0.10048888888888889,103.95171734798228,57.179833333333335,1.468788888888889,52.94444444444444,384.05555555555554,95.83333333333333,95.35,63.888888888888886,14.988888888888889,0.1831111111111111,-2.2275,-2.058,20.650000000000002,1.3855777777777778,4.237105,4.567127222222222,1.8318333333333332,1.8523333333333332,-26.037000000000003,-1.3472222222222223,203.081,4.143228333333333,0.49088333333333334,0.4550555555555556,66.69427777777778,1.9429999999999998,62.442388888888885,0.7905555555555556,152,156,535,360,87,12,24,7866,2314,1007,199,958,1760,0.2273084479371316,56.0,67,42.0,18,10902.0,73,1150,,,,16,0.0,,2622.0,3.4565217391304346,1965 - 1983,Rudy May,1983,4
13,mcgratu01,124.36842105263158,1.2785263157894737,8.0,0.6842105263157895,3.5,6.536842105263158,1.9054982817869415,237.57894736842104,0.05295789473684211,125.13029720490277,32.453736842105265,1.442194736842105,203.21052631578948,35.94736842105263,100.6842105263158,101.30631578947369,31.42105263157895,2.5263157894736836,0.17926315789473685,5.7293,0.9948000000000001,20.97,0.7502947368421052,4.142336842105263,4.243887368421053,1.8216842105263158,1.8285263157894736,56.22,2.326368421052632,182.734,4.071682631578947,0.49483684210526313,0.48106315789473686,36.301,0.3535263157894737,34.38,-2.0066315789473683,96,92,824,39,5,180,1,4544,1318,528,108,582,1109,0.2248379392698737,128.0,63,22.0,4,6313.0,541,597,,,,19,0.0,,1514.6666666666667,3.1373239436619715,1965 - 1984,Tug McGraw,1984,1
14,palmeji01,119.78947368421052,1.2539473684210527,7.8999999999999995,0.7631578947368421,3.3894736842105266,4.8,1.6872616323417238,646.7368421052631,0.1430578947368421,119.99487202998623,82.726,1.1431736842105265,15.052631578947368,608.3157894736842,96.73684210526316,97.46394736842106,73.42105263157895,51.3421052631579,0.1843157894736842,32.2305,-1.9964,67.57,1.9669315789473683,3.8868557894736844,4.760608421052631,1.809578947368421,1.8652105263157894,261.009,14.271473684210527,612.169,4.169005263157895,0.5370315789473684,0.4386263157894737,95.62021052631579,7.515263157894736,87.15836842105263,2.1641578947368423,268,152,558,521,211,4,53,11844,3349,1253,303,1311,2212,0.2204304613966958,37.0,85,38.0,11,16114.0,15,1395,,,,19,1.0,BBWAA,3948.0,2.856382978723404,1965 - 1984,Jim Palmer,1984,3
15,bahnsst01,104.3157894736842,1.3625789473684211,8.610526315789473,0.8315789473684211,3.6473684210526316,5.178947368421052,1.4707792207792207,431.3157894736842,0.09292631578947369,105.46104406997193,51.84942105263158,1.1826157894736842,68.42105263157895,330.8421052631579,98.63157894736842,99.24047368421053,59.31578947368421,3.1263157894736833,0.17989473684210527,1.883099999999999,-2.037,23.92,1.2656157894736844,4.1364484210526316,4.439814210526316,1.8200526315789476,1.840263157894737,-0.6179999999999968,0.171,212.589,4.074401578947368,0.4962684210526316,0.46058421052631576,58.94231578947368,-0.6657368421052631,59.28326315789474,0.23531578947368426,146,149,574,327,73,20,16,7587,2440,1013,223,924,1359,0.2433429739702802,59.0,89,34.0,3,10701.0,90,1127,,,,16,0.0,,2529.0,3.604982206405694,1966 - 1982,Stan Bahnsen,1982,4
16,frymawo01,101.55,1.4398,9.515,0.8099999999999999,3.45,5.76,1.7831460674157302,381.35,0.08297,102.0962999789236,48.55485,1.696415,67.45,294.25,101.7,101.4123,56.8,-4.534999999999999,0.17685,-2.7876999999999996,-1.658,18.15,1.13043,4.13239,4.3551145,1.8164000000000002,1.8315000000000001,-13.586000000000002,-1.73475,186.529,4.0139235,0.48952,0.46276,53.7698,-1.2301,56.1207,0.1905,141,155,625,322,68,58,27,7234,2367,1010,187,890,1587,0.2465368190813457,79.0,68,68.0,16,10291.0,160,1136,,,,18,0.0,,2411.333333333333,3.769698645286149,1966 - 1983,Woodie Fryman,1983,-1
17,reedro01,115.45,1.2177,8.584999999999999,0.655,2.38,5.525,2.339652448657188,400.4,0.08659,116.34588112305615,51.31699999999999,1.2122350000000002,129.25,242.35,103.2,104.11444999999999,54.2,-0.4200000000000007,0.17865,3.848,-1.6825999999999999,24.8,1.132595,3.9351855000000002,4.4196805,1.8076,1.83845,54.624,1.6585999999999999,257.43399999999997,4.0620875,0.515405,0.46153500000000003,55.7586,0.13785000000000006,56.931200000000004,-0.79155,146,140,751,236,55,103,8,7432,2374,953,182,633,1481,0.242096675504793,124.0,72,50.0,1,10304.0,300,1084,,,,19,0.0,,2477.333333333333,3.4621905274488696,1966 - 1984,Ron Reed,1984,4
18,ryanno01,109.88888888888889,1.3047407407407408,6.885185185185185,0.6333333333333334,4.848148148148148,9.666666666666666,2.044364937388193,510.44444444444446,0.11511481481481481,110.29159772099483,78.954,1.0489,9.333333333333334,589.1111111111111,96.14814814814815,96.17103703703704,80.66666666666667,-9.396296296296295,0.18466666666666665,34.8917,-2.7517,83.6,1.905540740740741,3.9149785185185184,4.734938888888889,1.8119259259259257,1.8635925925925927,314.776,11.01837037037037,797.413,4.1657837037037035,0.5315592592592593,0.4407925925925926,92.45140740740742,-1.3942592592592593,92.32503703703703,2.604740740740741,324,292,807,773,222,3,61,16158,3923,1911,321,2795,5714,0.1953587968726657,78.0,277,158.0,33,22575.0,13,2178,,,,27,1.0,BBWAA,5386.0,3.19327887114742,1966 - 1993,Nolan Ryan,1993,3
19,suttodo01,110.72,1.15404,8.084,0.852,2.316,5.936,2.6612062546537603,649.92,0.14282399999999998,111.02413389720856,82.6874,1.2910679999999999,5.24,628.64,94.88,95.15996,84.16,13.76,0.18420000000000003,22.968700000000002,-2.8042,68.29,1.9239600000000001,3.9187580000000004,4.7687368,1.81352,1.86652,228.664,7.630520000000001,678.867,4.1838207999999995,0.531512,0.439236,97.7774,2.05348,93.30656,2.53228,324,256,774,756,178,5,58,15847,4692,1914,472,1343,3574,0.2284434490481523,102.0,112,82.0,21,21631.0,12,2104,,,,23,1.0,BBWAA,5282.333333333333,3.26105887549694,1966 - 1988,Don Sutton,1988,3
20,brettke01,89.26666666666667,1.4194,9.493333333333334,0.76,3.2866666666666666,4.806666666666667,1.4359430604982206,328.53333333333336,0.07140666666666666,90.99593738042587,41.116200000000006,1.0981999999999998,46.333333333333336,255.8,101.06666666666666,101.63586666666667,48.93333333333333,-8.419999999999998,0.18226666666666666,-1.6209000000000005,-0.8502000000000001,11.74,0.9472333333333334,4.2060173333333335,4.503374,1.8292,1.8472666666666666,-17.345,-1.1246,112.795,4.129365333333333,0.49212666666666666,0.46047333333333335,46.2778,-0.9679333333333332,47.777,0.5732,83,85,349,184,51,11,8,4579,1490,666,127,562,807,0.2455099686933597,62.0,37,23.0,10,6477.0,70,734,,,,14,0.0,,1526.3333333333333,3.9270583096746017,1967 - 1981,Ken Brett,1981,1
21,koosmje01,108.1,1.29755,8.655,0.73,3.025,5.904999999999999,2.1335559265442403,597.6,0.13264,108.39181423228058,79.02675,1.39699,24.0,551.9,99.85,99.9666,80.4,-5.355,0.18225,23.9808,-2.0391,56.96,1.7504300000000002,3.873173,4.6489205,1.8080500000000002,1.8568000000000002,227.281,10.06575,553.898,4.1391565,0.532045,0.446495,89.57875,-0.2638000000000001,91.76405,2.0248,222,209,612,527,140,17,33,11518,3635,1433,290,1198,2556,0.2398864911238698,121.0,89,71.0,29,15996.0,43,1608,,,,19,0.0,,3839.3333333333335,3.3591769404410488,1967 - 1985,Jerry Koosman,1985,3
22,lylesp01,134.83333333333334,1.3006111111111112,8.416666666666666,0.5277777777777778,3.288888888888889,5.583333333333333,1.814968814968815,242.0,0.053761111111111114,136.24567820997834,31.620444444444445,1.7863444444444445,230.94444444444446,0.7777777777777778,101.05555555555556,101.5375,28.833333333333332,13.016666666666667,0.18133333333333335,7.4155,1.5675,22.82,0.7688333333333334,4.031976111111111,4.228868333333334,1.8155555555555556,1.828111111111111,62.191,3.5468333333333337,185.442,4.097258888888889,0.5076333333333333,0.48558333333333337,35.689388888888885,0.9662222222222222,32.28838888888889,-2.5335,99,76,899,0,0,238,0,4171,1292,445,84,481,873,0.2365000915248032,81.0,66,14.0,10,5794.0,634,519,,,,16,0.0,,1390.3333333333333,2.880604171661472,1967 - 1982,Sparky Lyle,1982,1
23,marshmi01,114.11764705882354,1.4332941176470588,9.388235294117647,0.5647058823529412,3.5176470588235293,5.658823529411765,1.7120622568093384,257.0,0.05630588235294117,115.01730274770881,33.73070588235294,1.4602470588235295,222.58823529411765,22.11764705882353,101.41176470588235,101.41517647058824,32.23529411764706,1.799999999999999,0.1841764705882353,3.8076999999999996,0.30979999999999996,17.19,0.7697529411764705,4.282599411764706,4.357907058823529,1.8368235294117647,1.8419411764705882,37.02,1.8715882352941176,155.146,4.184547647058824,0.49073529411764705,0.4814,37.64082352941176,1.0512941176470587,34.41294117647059,-2.4114117647058824,97,112,724,24,3,188,1,4160,1281,484,79,514,880,0.2354346627458187,52.0,72,31.0,7,5842.0,549,548,,,,14,0.0,,1386.6666666666667,3.1413461538461536,1967 - 1981,Mike Marshall,1981,1
24,niekrjo01,95.84,1.3974799999999998,9.088,0.836,3.4760000000000004,4.4639999999999995,1.384310618066561,475.32,0.1058,96.54871225238459,55.82752000000001,1.1115000000000002,41.92,388.2,98.36,98.8232,64.8,1.1079999999999999,0.18228000000000003,-2.4747000000000003,-1.8232,28.71,1.3216640000000002,4.2657456,4.5571608,1.83208,1.8509200000000001,-8.722999999999995,-1.29212,292.597,4.1391568,0.488964,0.455884,65.25652,-0.3558,64.45108,1.2266,221,204,702,500,107,16,29,10752,3466,1431,276,1262,1747,0.2437754958503305,71.0,172,65.0,8,15166.0,93,1620,,,,22,0.0,,3584.0,3.593470982142857,1967 - 1988,Joe Niekro,1988,3
25,seaveto01,128.5,1.1487272727272726,7.645454545454545,0.7545454545454546,2.7045454545454546,6.572727272727272,2.618705035971223,634.5,0.1431772727272727,128.77233851900868,88.04922727272728,1.3438636363636365,2.3636363636363638,649.8636363636364,99.68181818181819,99.66081818181819,76.0909090909091,-2.1045454545454554,0.18245454545454545,65.1729,-2.3263,106.02,1.9634454545454545,3.3838090909090908,4.756631818181818,1.7756363636363637,1.863909090909091,568.965,24.23390909090909,969.47,4.148994090909091,0.5932681818181819,0.4366136363636363,99.55177272727273,-0.2990909090909091,101.95295454545455,2.5915,311,205,656,647,231,1,61,14348,3971,1521,380,1390,3640,0.2167694743162836,116.0,126,76.0,8,19369.0,6,1674,,,,20,1.0,BBWAA,4782.666666666667,2.862210761081684,1967 - 1986,Tom Seaver,1986,3
26,torremi01,92.35,1.6634999999999998,10.415000000000001,0.6,4.5649999999999995,4.365,1.0240700218818382,508.5,0.110145,93.3133847724194,65.40984999999999,0.74383,11.1,444.95,100.85,101.1541,75.05,3.25,0.18525,-3.6766999999999994,-1.3436,23.63,1.4327450000000002,4.457482000000001,4.6778154999999995,1.8468,1.8613500000000003,-34.54,-2.1343,238.597,4.1907245,0.47667000000000004,0.44955,71.79865,1.61665,73.32300000000001,1.7920500000000001,185,160,494,458,117,0,15,9132,3043,1340,223,1371,1404,0.2499383983572895,84.0,103,59.0,11,13179.0,13,1501,,,,18,0.0,,3044.0,3.961892247043364,1967 - 1984,Mike Torrez,1984,3
27,billija01,91.35714285714286,1.491357142857143,9.950000000000001,0.8428571428571429,3.4714285714285715,4.507142857142857,1.5213333333333334,530.0,0.11324999999999999,91.82851900333377,63.88257142857143,1.1122,57.285714285714285,420.85714285714283,98.28571428571429,98.61842857142857,76.35714285714286,4.292857142857144,0.18378571428571427,-9.206199999999999,-1.3418,9.91,1.46065,4.522775,4.569555,1.8497142857142859,1.8540714285714286,-78.815,-6.656428571428571,110.094,4.174419285714285,0.46772142857142857,0.45845,73.19571428571429,1.7092142857142856,70.7275,1.1203571428571428,145,113,476,305,74,15,27,6692,2272,949,176,750,1141,0.2534582775546631,97.0,84,98.0,4,9487.0,83,1069,,,,13,0.0,,2230.6666666666665,3.8289001793185897,1968 - 1980,Jack Billingham,1980,-1
28,burgmto01,125.52941176470588,1.3212941176470587,8.970588235294118,0.7352941176470589,2.923529411764706,4.117647058823529,1.5208333333333333,247.64705882352942,0.053735294117647055,126.39058168956613,31.58788235294118,1.4618117647058824,199.23529411764707,22.88235294117647,101.47058823529412,101.46917647058822,30.647058823529413,-1.2235294117647058,0.18529411764705883,5.260199999999999,-0.2395000000000001,17.48,0.7327235294117648,4.125804705882352,4.337034117647058,1.8273529411764706,1.84,47.697,2.9630588235294115,160.804,4.1833776470588235,0.5059941176470588,0.48353529411764706,35.26994117647058,0.17576470588235296,33.45276470588235,-2.217,79,55,745,3,0,102,0,3776,1231,452,94,384,584,0.2458558018773717,55.0,23,32.0,7,5272.0,369,521,,,,17,0.0,,1258.6666666666667,3.231991525423729,1968 - 1984,Tom Burgmeier,1984,2
29,fingero01,129.35294117647058,1.3113529411764706,8.947058823529412,1.0411764705882351,2.8529411764705883,6.4411764705882355,2.6402439024390243,295.7647058823529,0.06461176470588235,130.35132912629356,38.67,1.8203411764705881,259.3529411764706,40.88235294117647,94.29411764705883,95.70500000000001,36.1764705882353,14.31764705882353,0.1813529411764706,6.9892,1.4881,24.99,0.9715470588235294,4.243486470588235,4.261917647058824,1.829764705882353,1.8310588235294118,59.911,3.5325882352941176,207.108,4.107977647058824,0.49028235294117645,0.4831470588235294,45.88064705882353,1.2314117647058822,39.700647058823535,-2.889294117647059,114,118,944,37,4,341,2,5104,1474,549,123,492,1299,0.2240802675585284,109.0,40,39.0,7,6942.0,709,615,,,,17,1.0,BBWAA,1701.3333333333333,2.9041927899686524,1968 - 1985,Rollie Fingers,1985,-1
30,pattima01,105.53846153846153,1.2564615384615385,8.63076923076923,0.9230769230769231,2.6846153846153844,4.9692307692307685,1.955223880597015,500.7692307692308,0.10777692307692308,105.61429871762321,64.29846153846154,1.3100923076923077,102.38461538461539,368.0769230769231,101.07692307692308,100.82307692307693,69.61538461538461,10.607692307692307,0.18292307692307694,3.131,-1.7182,21.21,1.5233692307692306,4.0896715384615385,4.511981538461539,1.8204615384615386,1.8472307692307692,16.879999999999995,1.6665384615384613,195.768,4.125736923076923,0.5055384615384615,0.4588230769230769,70.94269230769231,0.7086923076923077,70.91384615384615,-0.061307692307692355,114,109,475,224,64,25,14,6116,1933,820,209,603,1179,0.2401540564045223,75.0,37,45.0,2,8501.0,119,905,,,,13,0.0,,2038.6666666666667,3.620013080444735,1968 - 1980,Marty Pattin,1980,7
31,rookeji01,98.92307692307692,1.343923076923077,8.507692307692308,0.5307692307692308,3.576923076923077,5.053846153846154,1.3883357041251778,450.84615384615387,0.09587692307692307,100.22898327130397,55.94361538461539,1.2746846153846152,28.846153846153847,388.9230769230769,99.6923076923077,100.82153846153847,62.61538461538461,7.538461538461538,0.17553846153846153,1.7765,-0.9716,17.05,1.2500461538461538,4.0080353846153844,4.425983846153846,1.8085384615384614,1.8344615384615384,19.48,1.0763076923076924,168.0,3.9975669230769233,0.49928461538461544,0.4539846153846154,63.265,0.32115384615384623,64.11384615384615,1.3984615384615384,103,109,319,255,66,7,15,5431,1694,696,128,703,976,0.2377543859649122,55.0,55,18.0,6,7668.0,23,814,,,,13,0.0,,1810.3333333333333,3.460136254833364,1968 - 1980,Jim Rooker,1980,6
32,bluevi01,111.58823529411765,1.2562352941176471,7.935294117647059,0.8294117647058823,3.3705882352941177,5.882352941176471,1.8354430379746836,600.8235294117648,0.13126470588235295,111.90868926029202,77.21035294117647,1.2473058823529413,9.941176470588236,580.0588235294117,95.82352941176471,95.72029411764706,79.82352941176471,10.452941176470588,0.1821764705882353,15.2004,-1.8087,44.88,1.8520235294117648,3.9701376470588237,4.679385882352941,1.8119411764705884,1.8578235294117649,119.418,6.605176470588235,411.623,4.1229152941176475,0.5229647058823529,0.4415470588235294,89.617,1.1233529411764707,86.84811764705881,2.3408823529411764,209,161,502,473,143,2,37,10030,2939,1213,263,1185,2175,0.2266173182203716,61.0,103,23.0,13,13837.0,11,1357,,,,17,0.0,,3343.333333333333,3.2653040877367894,1969 - 1986,Vida Blue,1986,3
33,borbope01,97.3076923076923,1.3306153846153848,9.553846153846154,0.8076923076923077,2.4153846153846152,3.9538461538461536,1.6294820717131475,277.15384615384613,0.05917692307692308,98.57072250851942,31.293076923076924,1.0542461538461538,224.23076923076923,12.692307692307692,97.6923076923077,98.49430769230769,33.53846153846154,20.192307692307693,0.1806153846153846,-3.5279999999999996,-0.9595,4.88,0.7209384615384615,4.28806,4.259050769230769,1.8340769230769232,1.8323846153846153,-25.936000000000003,-2.5453076923076923,57.41,4.119713076923077,0.4821615384615385,0.4847461538461539,35.980538461538465,1.4276923076923078,31.543384615384618,-2.4966923076923075,69,39,593,4,0,80,0,3080,1098,401,63,251,409,0.2628051699377692,83.0,24,28.0,7,4326.0,278,436,,,,12,0.0,,1026.6666666666667,3.51525974025974,1969 - 1980,Pedro Borbon,1980,2
