,SV,SHO,H,GF,CS,DPf,BFP,IPouts,GS,ERA,SB,BAOpp,ER,Ef,POf,BB,W,Years_Played,Af,GSf,Gf,SO,L,G,HR,GIDP,CG,AS_games,World Series MVP,Rookie of the Year,Cy Young Award,Most Valuable Player,Pitching Triple Crown,Rolaids Relief Man Award,Gold Glove,playerID,IP
morrija02,0,28,3567,10.0,,36.0,16120.0,11472,527,3.8998430962343096,,4.390000000000001,1657,29.0,387,1390,254,18,413.0,527.0,549,2478,186,549,389,,175,5.0,1.0,,,,,,,morrija02,3824.0
