,SV,SHO,H,GF,CS,DPf,BFP,IPouts,GS,ERA,SB,BAOpp,ER,Ef,POf,BB,W,Years_Played,Af,GSf,Gf,SO,L,G,HR,GIDP,CG,AS_games,World Series MVP,Rookie of the Year,Cy Young Award,Most Valuable Player,Pitching Triple Crown,Rolaids Relief Man Award,Gold Glove,playerID,IP
martide01,8,30,3897,51.0,,61.0,16754.0,11999,562,3.6970580881740145,,,1643,42.0,319,1165,245,23,763.0,562.0,692,2149,193,692,372,,122,4.0,,,,,,,,martide01,3999.6666666666665
